id,Address,found_address,coordinates
491,"էրեբունու փողոց 34, երևան","Armenia, Yerevan, Erebuni Street, 34","40.141071,44.531411"
498,"մայակ թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Nor Nork, Mayak Quarter","40.184953,44.595506"
503,"սարի թաղ 7-րդ փողոց 67, երևան","Armenia, Yerevan, Sari Tagh 7th Street, 67","40.163198,44.527485"
509,"գյուրջյան փողոց 27, երևան","Armenia, Yerevan, Gyurjyan Street, 27","40.19032,44.559456"
510,"սևակի փողոց, երևան","Armenia, Yerevan, Paruyr Sevak Street","40.205219,44.539613"
512,"բայրոնի փողոց, երևան","Armenia, Yerevan, Byron Street","40.187027,44.51808"
516,"ավետ ավետիսյան փողոց, երևան","Armenia, Yerevan, Avet Avetisyan Street","40.197987,44.499808"
520,"ծիծեռնակաբերդի խճուղի, երևան","Armenia, Yerevan, Tsitsernakaberd Highway","40.181652,44.484833"
523,"աղայան փողոց, երևան","Armenia, Yerevan, Ghazaros Aghayan Street","40.185359,44.519122"
529,"բաշինջաղյան փողոց 2-րդ նրբանցք 10, երևան","Armenia, Yerevan, Bashinjaghyan Street 2nd Lane, 10","40.206549,44.465026"
532,"նազարեթ սուրենյան փողոց, երևան","Armenia, Yerevan, Nazaret Surenyan Street","40.203174,44.526686"
534,"vilnius street, yerevan","Armenia, Yerevan, Vilnius Street","40.173391,44.567748"
549,"կոմիտասի պողոտա 34, երևան","Armenia, Yerevan, Komitas Avenue, 34","40.204648,44.50403"
550,"տիգրան պետրոսյանի փողոց, երևան","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794"
551,"թբիլիսյան խճուղի, երևան","Armenia, Yerevan, Tbilisyan Highway","40.231464,44.544715"
553,"առնո բաբաջանյան փողոց 42/5, երևան","Armenia, Yerevan, Arno Babajanyan Street, 42/5","40.165569,44.437843"
556,"գրիբոյեդովի փողոց 17, երևան","Armenia, Yerevan, Griboyedov Street, 17","40.210977,44.513867"
558,"բաղրամյան պողոտա 59, երևան","Armenia, Yerevan, Baghramyan Avenue, 59","40.193812,44.497068"
559,"մալաթիայի փողոց, երևան","Armenia, Yerevan, Malatiya Street","40.174218,44.458459"
561,"զորավար անդրանիկի փողոց 84, երևան","Armenia, Yerevan, Zoravar Andranik Street, 84","40.169911,44.441759"
566,"բարբյուսի փողոց, երևան","Armenia, Yerevan, Barbusse Street","40.196182,44.485543"
568,"16 թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 16","40.220543,44.486648"
570,"չարենցի փողոց, երևան","Armenia, Yerevan, Charents Street","40.176347,44.527351"
574,"հրաչյա թամրազյան փողոց, երևան","Armenia, Yerevan, Hrachya Tamrazyan Street","40.200853,44.509124"
584,"փավստոս բուզանդի փողոց 13, երևան","Armenia, Yerevan, Pavstos Buzand Street, 13","40.180688,44.510435"
590,"սողոմոն տարոնցի փողոց 7/1, երևան","Armenia, Yerevan, Soghomon Taronts Street, 7/1","40.145311,44.486235"
592,"բաղրամյան պողոտա 50b, երևան","Armenia, Yerevan, Baghramyan Avenue, 50B","40.192917,44.500949"
595,"արտեմ միկոյան փողոց 15, երևան","Armenia, Yerevan, Artem Mikoyan Street, 15","40.18301,44.567649"
596,"բաշինջաղյան փողոցի 1-ին նրբանցք 1/2, երևան","Armenia, Yerevan, Bashinjaghyan Street 1st Lane, 1/2","40.202127,44.465538"
599,"minas avetisyan 4th street, yerevan","Armenia, Yerevan, Minas Avetisyan 4th Street","40.205819,44.545254"
600,"մարշալ խուդյակովի փողոց, երևան","Armenia, Yerevan, Marshal Khudyakov Street","40.212906,44.57206"
609,"լեփսիուսի 1-ին փողոց, երևան","Armenia, Yerevan, Lepsius 1st Street","40.209138,44.543736"
610,"ռիգայի փողոց, երևան","Armenia, Yerevan, Riga Street","40.205151,44.505917"
612,"ավետ ավետիսյան փողոց 2, երևան","Armenia, Yerevan, Avet Avetisyan Street, 2","40.196044,44.495622"
615,"մաշտոցի պողոտա 48, երևան","Armenia, Yerevan, Mashtots Avenue, 48","40.188625,44.517325"
619,"արտաշիսյան փողոց, երևան","Armenia, Yerevan, Artashisyan Street","40.146669,44.46569"
620,"ավան-առինջ 2-րդ միկրոշրջան, երևան","Armenia, Yerevan, The Administrative District of Avan, Avan-Arinj 2nd microdistrict","40.224137,44.573389"
626,"արցախի պողոտա 12, երևան","Armenia, Yerevan, Artsakh Avenue, 12","40.148902,44.509025"
632,"դուրյան փողոց 11/8, երևան","Armenia, Yerevan, Duryan Street, 11/8","40.189135,44.545164"
634,"արցախի պողոտա 8/13, երևան","Armenia, Yerevan, Artsakh Avenue, 8/13","40.150722,44.508827"
637,"լեռ կամսարի փողոց, երևան","Armenia, Yerevan, Ler Kamsar Street","40.194184,44.504992"
639,"նորաշեն թաղամաս , երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter","40.213333,44.469634"
641,"նալբանդյան փողոց 106/1, երևան","Armenia, Yerevan, Nalbandyan Street, 106/1","40.181067,44.520676"
652,"եզնիկ կողբացու փողոց 42, երևան","Armenia, Yerevan, Yeznik Koghbatsi Street, 42","40.183237,44.513238"
655,"գրիգոր աղաբաբյան փողոց, երևան","Armenia, Yerevan, Grigor Aghababyan Street","40.221693,44.481195"
656,"այգեձորի փողոց 74, երևան","Armenia, Yerevan, Aygedzor Street, 74","40.192593,44.49485"
657,"ֆուչիկի փողոց 19, երևան","Armenia, Yerevan, Fuchik Street, 19","40.206074,44.476263"
660,"ռոստովյան փողոց 36, երևան","Armenia, Yerevan, Rostovyan Street, 36","40.149916,44.516912"
662,"մամիկոնյանց փողոց 42/1, երևան","Armenia, Yerevan, Mamikonyants Street, 42/1","40.209572,44.518951"
664,"հովսեփ էմինի փողոց, երևան","Armenia, Yerevan, Hovsep Emin Street","40.207279,44.498263"
665,"վազգեն առաջին վեհափառի փողոց, երևան","Armenia, Yerevan, Vazgen the First Vehapar Street","40.19973,44.493879"
677,"նուբարաշենի խճուղի, երևան","Armenia, Yerevan, Nubarashen Highway","40.116757,44.547185"
682,"griboyedov street 48/6, yerevan","Armenia, Yerevan, Griboyedov Street, 48/6","40.211342,44.516319"
685,"bashinjaghyan street, yerevan","Armenia, Yerevan, Bashinjaghyan Street","40.201169,44.468664"
687,"գրիգոր արծրունու փողոց, երևան","Armenia, Yerevan, Grigor Artsruni Street","40.20232,44.500841"
690,"մինաս ավետիսյանի 4-րդ փողոց, երևան","Armenia, Yerevan, Minas Avetisyan 4th Street","40.205819,44.545254"
691,"ազատամարտիկների պողոտա, երևան","Armenia, Yerevan, The Administrative District of Erebuni, Azatamartikner Avenue","40.144359,44.522149"
698,"բաշինջաղյան փողոց 188, երևան","Armenia, Yerevan, Bashinjaghyan Street, 188","40.208147,44.468619"
701,"զաքարիա սարկավագի փողոց, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street","40.222884,44.544796"
713,"կոմիտասի պողոտա 23/2, երևան","Armenia, Yerevan, Komitas Avenue, 23/2","40.205598,44.502881"
716,"թումանյան թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Avan, Tumanyan District","40.217251,44.573722"
718,"նիկողայոս տիգրանյան փողոց 1-ին փակուղի, երևան","Armenia, Yerevan,  Atlantis Yerevan Residential Complex","40.212059,44.50615"
723,"dro street, երևան","Armenia, Yerevan, Dro Street","40.204214,44.543008"
725,"հունան ավետիսյան փողոց 4, երևան","Armenia, Yerevan, Hunan Avetisyan Street, 4","40.175306,44.563445"
727,"փավստոս բուզանդի փողոց 17, երևան","Armenia, Yerevan, Pavstos Buzand Street, 17","40.179964,44.511424"
730,"ռաֆայել լեմկինի փողոց, երևան","Armenia, Yerevan, Rafael Lemkin Street","40.189031,44.511504"
746,"վաղարշյան փողոց, երևան","Armenia, Yerevan, Vagharshyan Street","40.200804,44.499997"
750,"դավթաշեն 2-րդ թաղամաս 3, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 2nd Block, 3","40.224027,44.492442"
755,"անաստաս միկոյան փողոց 64/2, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 64/2","40.218642,44.500302"
758,"թևոսյան փողոց, երևան","Armenia, Yerevan, Tevosyan Street","40.189651,44.588077"
761,"բաղյան փողոց, երևան","Armenia, Yerevan, Baghyan Street",
763,"շահումյանի 1-ին փողոց 14, երևան","Armenia, Yerevan, Shahumyan 1st Street, 14","40.169676,44.463579"
769,"օհանովի փողոց 76, երևան","Armenia, Yerevan, Ohanov Street, 76","40.177298,44.452871"
770,"մայիսի 9-ի փողոց, երևան","Armenia, Yerevan, May 9th Street","40.155299,44.488328"
773,"saryan street, երևան","Armenia, Yerevan, Saryan Street","40.184877,44.506339"
774,"բաբայան փողոց, երևան","Armenia, Yerevan, Babayan Street","40.198896,44.52038"
776,"sasna tsrer street 2, yerevan","Armenia, Yerevan, Sasna Tsrer Street, 2","40.214235,44.490771"
777,"հայկ հովսեփյան փողոց, երևան","Armenia, Yerevan, Hayk Hovsepyan Street","40.149164,44.480692"
783,"բագրատունյաց փողոց 17, երևան","Armenia, Yerevan, Bagratunyats Street, 17","40.151825,44.48363"
796,"arshakuniats avenue 3rd backstreet, yerevan","Armenia, Yerevan, Arshakunyats Avenue","40.148909,44.497751"
797,"գայի պողոտա 7, երևան","Armenia, Yerevan, Gai Avenue, 7","40.202761,44.565915"
799,"զորավար անդրանիկի փողոց 55, երևան","Armenia, Yerevan, Zoravar Andranik Street, 55","40.176719,44.447535"
811,"արշակունյաց պողոտա 9/2, երևան","Armenia, Yerevan, Arshakunyats Avenue, 9/2","40.168002,44.50766"
813,"արշակունյաց պողոտա 127/32, երևան","Armenia, Yerevan, Arshakunyats Avenue, 127/32","40.131432,44.488292"
815,"մարգարյան փողոց, երևան","Armenia, Yerevan, Margaryan Street","40.205082,44.475769"
816,"քաջազնունի փողոց, երևան","Armenia, Yerevan, Kajaznuni Street","40.168622,44.520281"
817,"աթենքի փողոց, երևան","Armenia, Yerevan, Atenk Street","40.178538,44.495838"
820,"մարո մարգարյան փողոց 1/6, երևան","Armenia, Yerevan, Maro Margaryan Street, 1/6","40.201011,44.505827"
822,"վիկտոր համբարձումյանի փողոց, երևան","Armenia, Armavir Region, Village of Parakar, Viktor Hambardzumyan Street","40.160993,44.393008"
830,"զավարյան փողոց, երևան","Armenia, Yerevan, Zavaryan Street","40.167781,44.518385"
831,"բաշինջաղյան փողոցի 1-ին նրբանցք, երևան","Armenia, Yerevan, Bashinjaghyan Street 1st Lane","40.203353,44.465547"
834,"մաշտոցի պողոտա 45a, երևան","Armenia, Yerevan, Mashtots Avenue, 45A","40.190347,44.517272"
835,"մինաս ավետիսյան 1 փողոց, երևան","Armenia, Yerevan, Avet Avetisyan Street, 1","40.196403,44.495002"
836,"ա. պոպովի փողոց 73, երևան","Armenia, Yerevan, A. Popov Street, 73","40.150536,44.456797"
844,"սողոմոն տարոնցի փողոց 7, երևան","Armenia, Yerevan, Soghomon Taronts Street, 7","40.145628,44.485067"
846,"գրիբոյեդով փողոց, երևան","Armenia, Yerevan, Griboyedov Street","40.209627,44.514083"
847,"մելիք մելիքյան փողոց, երևան","Armenia, Yerevan, Meliq Meliqyan Street","40.228214,44.543628"
849,"հրաչյա քոչար փողոց, երևան","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794"
851,"գրիբոյեդով փողոց 5ա, երևան","Armenia, Yerevan, Griboyedov Street, 5A","40.205798,44.512924"
853,"գոգոլի փողոց 23, երևան","Armenia, Yerevan, Gogol Street, 23","40.198634,44.544697"
857,"հերացու փողոց 18, երևան","Armenia, Yerevan, Heratsi Street, 18","40.190237,44.529812"
859,"նալբանդյան փողոց 15, երևան","Armenia, Yerevan, Nalbandyan Street, 15","40.180281,44.51764"
867,"պարույր սևակի փողոց 51/11, երևան","Armenia, Yerevan, Paruyr Sevak Street, 51/11","40.203725,44.544643"
873,"այգեձորի փողոց 69, երևան","Armenia, Yerevan, Aygedzor Street, 69","40.192056,44.496422"
893,"улица гусана шерама, ереван","Armenia, Yerevan, Gusan Sheram Street","40.179923,44.441427"
899,"շիրակի փողոցի 5-րդ նրբանցք, երևան","Armenia, Yerevan, Shirak Street 5th Lane","40.141126,44.434752"
908,"լեոյի փողոց, երևան","Armenia, Yerevan, Leo Street","40.180205,44.503231"
910,"վերին շենգավիթ 2րդ փողոց, երևան","Armenia, Yerevan, Shahumyan 4th Street, 2","40.165431,44.457983"
912,"նուբարաշենի 11-րդ փողոց, երևան","Armenia, Yerevan, Nubarashen 11th Street","40.07958,44.540062"
913,"թամանյան փողոց 1, երևան","Armenia, Yerevan, Tamanyan Street, 1","40.189045,44.514927"
915,"սունդուկյան փողոց, երևան","Armenia, Yerevan, Sundukyan Street","40.199006,44.49926"
916,"մարշալ բաբաջանյան փողոց 1/1, երևան","Armenia, Yerevan, Marshal Babajanyan Street, 1/1","40.218078,44.582938"
921,"դավթաշեն 4-րդ թաղամաս 21/2, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 4th Block, 21/2","40.218677,44.49856"
922,"զորավար անդրանիկ փողոց, երևան","Armenia, Yerevan, Shirak Street","40.142836,44.46454"
927,"դավիթ հովհաննեսի փողոց, երևան","Armenia, Yerevan, Davit Hovhannes Street","40.201913,44.508154"
928,"aram khachatryan street, երևան","Armenia, Yerevan, Aram Khachatryan Street","40.205281,44.498191"
929,"կարապետ ուլնեցու 1-ին փակուղի, երևան","Armenia, Yerevan, Karapet Ulnetsu Street 1st Deadlock","40.208243,44.538005"
933,"սայաթ-նովայի պողոտա 12, երևան","Armenia, Yerevan, Sayat-Nova Avenue, 12","40.182459,44.519958"
935,"улица самвела геворгяна 18, ереван","Armenia, Yerevan, The Administrative District of Davtashen, Samvel Gevorgyan Street, 24/2","40.219083,44.471808"
937,"ավան-առինջի 1-ին միկրոշրջան, երևան","Armenia, Yerevan, The Administrative District of Avan, Avan-Arinj 1st Microdistrict","40.220935,44.570901"
944,"դավթաշենի 2-րդ զանգված, երևան","Armenia, Yerevan, The Administrative District of Nor Nork, 2nd Residential Area","40.201769,44.573452"
952,"դավթաշեն վարչական շրջան , երևան","Armenia, Yerevan, The Administrative District of Davtashen","40.216804,44.487088"
954,"արտաշիսյան փողոց 46, երևան","Armenia, Yerevan, Artashisyan Street, 46","40.151929,44.475087"
955,"կոմիտասի պողոտա 24, երևան","Armenia, Yerevan, Komitas Avenue, 24","40.202581,44.500302"
957,"քաջազնունու փողոց 3, երևան","Armenia, Yerevan, Kajaznuni Street, 3","40.170152,44.519966"
959,"մոսկովյան փողոց, երևան","Armenia, Yerevan, Moskovyan Street","40.188129,44.517263"
960,"զաքյան փողոց, երևան","Armenia, Yerevan, Zaqyan Street","40.177325,44.507372"
961,"շիրակի փողոց, երևան","Armenia, Yerevan, Shirak Street","40.142836,44.46454"
966,"արամ խաչատրյան փողոց 24, երևան","Armenia, Yerevan, Aram Khachatryan Street, 24","40.206549,44.502368"
970,"ծարավ աղբյուրի փողոց 55/6, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 55/6","40.21679,44.551488"
