id,Address,found_address,coordinates
14338,"բայրոնի փողոց 6, երևան","Armenia, Yerevan, Byron Street, 6","40.186172,44.517694"
14343,"թումանյան փողոց 9, երևան","Armenia, Yerevan, Tumanyan Street, 9","40.179833,44.520389"
14358,"մամիկոնյանց փողոց 60, երևան","Armenia, Yerevan, Mamikonyants Street, 60","40.209869,44.508917"
14365,"վիկտոր համբարձումյան փողոց 2, երևան","Armenia, Yerevan, Viktor Hambardzumyan Street, 2","40.195411,44.496592"
14370,"կոմիտասի պողոտա 11, երևան","Armenia, Yerevan, Komitas Avenue, 11","40.20307,44.498191"
14375,"parpetsi street, yerevan","Armenia, Yerevan, Ghazar Parpetsi Street","40.184953,44.510319"
14379,"գարեգին նժդեհի փողոց 13/1, երևան","Armenia, Yerevan, Garegin Nzhdeh Street, 13/1","40.152156,44.489828"
14408,"առնո բաբաջանյան փողոց 32, երևան","Armenia, Yerevan, Arno Babajanyan Street, 32","40.170696,44.434707"
14413,"նարեկացու թաղամաս 37, երևան","Armenia, Yerevan, The Administrative District of Avan, Narekatsi District, 37","40.218828,44.57939"
14447,"անաստաս միկոյան փողոց 64/4, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 64/4","40.219372,44.501326"
14468,"չայկովսկու փողոց, երևան","Armenia, Yerevan, Chaykovski Street","40.175127,44.517397"
14475,"մոսկովյան փողոց 1, երևան","Armenia, Yerevan, Moskovyan Street, 1","40.183864,44.523084"
14487,"կոմիտասի պողոտա 32/8, երևան","Armenia, Yerevan, Komitas Avenue, 32/8","40.207809,44.507821"
14489,"moldovakan street 43/4, yerevan","Armenia, Yerevan, Moldovakan Street, 43/4","40.198876,44.574153"
14515,"վաղարշ վաղարշյան փողոց 18, երևան","Armenia, Yerevan, Vagharshyan Street, 18","40.201417,44.499934"
14523,"դավիթ մալյան փողոցի նրբանցք 3, երևան","Armenia, Yerevan, Davit Malyan Street Lane, 3","40.20648,44.565619"
14562,"էրեբունու փողոց 21/1, երևան","Armenia, Yerevan, Erebuni Street, 21/1","40.142353,44.522437"
14575,"արտաշիսյան փողոց , երևան","Armenia, Yerevan, Artashisyan Street","40.146669,44.46569"
14577,"նուբարաշենի խճուղի 1, երևան","Armenia, Yerevan, Nubarashen Highway, 1","40.132721,44.535921"
14597,"ալեք մանուկյան փողոց 10, երևան","Armenia, Yerevan, Alek Manukyan Street, 10","40.174018,44.522518"
14642,"մելիք մելիքյան փողոցի նրբանցք, երևան","Armenia, Yerevan, Meliq Meliqyan Street Lane","40.230135,44.5498"
14649,"լեփսիուսի փողոց 29, երևան","Armenia, Yerevan, Lepsius Street, 29","40.208891,44.548659"
14656,"հալաբյան փողոց 26, երևան","Armenia, Yerevan, Halabyan Street, 26","40.202285,44.480432"
14680,"վաղարշյան փողոց 10, երևան","Armenia, Yerevan, Vagharshyan Street, 10","40.198221,44.502198"
14683,"avetis aharonyan street, yerevan","Armenia, Yerevan, Avetis Aharonyan Street","40.203787,44.536388"
14687,"գայի պողոտա 39, երևան","Armenia, Yerevan, Gai Avenue, 39","40.19373,44.569706"
14696,"արգիշտի փողոց 17, երևան","Armenia, Yerevan, Argishti Street, 17","40.17051,44.503707"
14698,"անաստաս միկոյան փողոց 127, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 127","40.217182,44.495613"
14715,"nor aresh 12th street 99, yerevan","Armenia, Yerevan, Nor Aresh 12th Street, 99","40.141567,44.518969"
14745,"դուրյան թաղամաս 37, երևան","Armenia, Yerevan, The Administrative District of Avan, Duryan District, 37","40.212672,44.581303"
14760,"գրիբոյեդովի փողոց 31, երևան","Armenia, Yerevan, Griboyedov Street, 31","40.208787,44.513283"
14765,"մինաս ավետիսյանի 1-ին փողոց 51, երևան","Armenia, Yerevan, Minas Avetisyan 1st Street, 51","40.204544,44.542496"
14769,"առնո բաբաջանյան փողոց 5, երևան","Armenia, Yerevan, Arno Babajanyan Street, 5","40.17153,44.438489"
14784,"հայկ հովսեփյան փողոց 10, երևան","Armenia, Yerevan, Hayk Hovsepyan Street, 10","40.149571,44.480234"
14790,"նորաշեն թաղամաս 37, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 37","40.21084,44.466948"
14811,"արմեն գուլակյան փողոց 80, երևան","Armenia, Yerevan, Armen Gulakyan Street, 80","40.198083,44.504722"
14825,"սամվել սաֆարյան փողոց 14, երևան","Armenia, Yerevan, Samvel Safaryan Street, 14","40.196313,44.561891"
14831,"մարգարյան փողոցի 2-րդ նրբանցք 1, երևան","Armenia, Yerevan, Margaryan Street 2nd Lane, 1","40.205364,44.472374"
14841,"ռուբինյանց փողոց 28, երևան","Armenia, Yerevan, Rubinyants Street, 28","40.20358,44.549952"
14846,"ազատության պողոտա 11, երևան","Armenia, Yerevan, Azatutyan Avenue, 11","40.202926,44.522877"
14856,"նորաշեն թաղամաս 20, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 20","40.215433,44.468439"
14872,"տիգրան պետրոսյան փողոց 38/2, երևան","Armenia, Yerevan, Tigran Petrosyan Street, 38","40.223676,44.496296"
14886,"նելսոն ստեփանյանի փողոց, երևան","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794"
14908,"hakob hakobyan street, yerevan","Armenia, Yerevan, Hakob Hakobyan Street","40.200784,44.491059"
14934,"բաշինջաղյան փակուղի, երևան","Armenia, Yerevan, Bashinjaghyan Street Blind Alley","40.202788,44.470766"
14938,"երզնկյան փողոց 4, երևան","Armenia, Yerevan, Yerznkyan Street, 4","40.194625,44.493861"
14944,"լեփսիուսի փողոց 9, երևան","Armenia, Yerevan, Lepsius Street, 9","40.208897,44.545479"
14956,"ակսել բակունց փողոցի 2-րդ նրբանցք, երևան","Armenia, Yerevan, The Administrative District of Nor Nork, 2nd Residential Area","40.201769,44.573452"
14957,"հրաչյա քոչարի փողոց 14/1, երևան","Armenia, Yerevan, Hrachya Kochar Street, 14/1","40.199261,44.498515"
14960,"ադոնցի փողոց , երևան","Armenia, Yerevan, Adonts Street","40.212375,44.522967"
14968,"ռուբինյանց փողոց 4, երևան","Armenia, Yerevan, Rubinyants Street, 4","40.200033,44.541616"
14970,"հրաչյա քոչարի փողոց 20, երևան","Armenia, Yerevan, Hrachya Kochar Street, 20","40.201135,44.501838"
14981,"sero khanzadyan street, yerevan","Armenia, Yerevan, Sero Khanzadyan Street","40.192228,44.537097"
14983,"հրաչյա աճառյան փողոցի 1-ին փակուղի 20/3, երևան","Armenia, Yerevan, Hrachya Acharyan Street 1st Deadlock, 20/3","40.217265,44.565188"
14989,"pavstos buzand street 13, yerevan","Armenia, Yerevan, Pavstos Buzand Street, 13","40.180688,44.510435"
14995,"բաշինջաղյան փողոց 180, երևան","Armenia, Yerevan, Bashinjaghyan Street, 180","40.206322,44.468933"
15000,"գրիբոյեդովի փողոց 23/1, երևան","Armenia, Yerevan, Griboyedov Street, 23/1","40.213512,44.514559"
15005,"դանիել վարուժանի փողոց, երևան","Armenia, Yerevan, Daniel Varujan Street","40.173804,44.464235"
15006,"նորաշեն թաղամաս 36, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 36","40.211398,44.471682"
15007,"թոթովենցի փողոց 18, երևան","Armenia, Yerevan, Totovents Street, 14","40.205743,44.571161"
15014,"գոգոլի փողոց 32, երևան","Armenia, Yerevan, Gogol Street, 32","40.198393,44.545964"
15017,"մարտիրոս սարյանի փողոց 35, երևան","Armenia, Yerevan, Saryan Street, 35","40.180454,44.505593"
15026,"վահրամ փափազյան փողոց 8, երևան","Armenia, Yerevan, Vahram Papazyan Street, 8","40.201521,44.504866"
15067,"մարգարյան փողոց 45, երևան","Armenia, Yerevan, Margaryan Street, 45","40.20338,44.469391"
15068,"բաղրամյան պողոտա 50, երևան","Armenia, Yerevan, Baghramyan Avenue, 50","40.192641,44.501838"
15071,"տիգրան մեծի պողոտա 59, երևան","Armenia, Yerevan, Tigran Mets Avenue, 59","40.159669,44.512142"
15080,նոր երևան բնակելի համալիր մ/շ հ,,
15084,"улица аргишти 13, երևան","Armenia, Yerevan, Argishti Street, 13","40.170172,44.503806"
15115,"բաշինջաղյան փողոց 6, երևան","Armenia, Yerevan, Bashinjaghyan Street, 6","40.201362,44.468179"
15118,"շինարարների փողոց 6/1, երևան","Armenia, Yerevan, Shinararner Street, 6/1","40.19333,44.474161"
15125,"ջրվեժ թաղամաս , երևան","Armenia, Yerevan, The Administrative District of Nor Nork, Jrvezh District","40.186406,44.595605"
15142,"հալաբյան փողոց , երևան","Armenia, Yerevan, Halabyan Street","40.199964,44.479632"
15155,"զորավար անդրանիկի փողոց 43, երևան","Armenia, Yerevan, Zoravar Andranik Street, 43","40.177546,44.446835"
15167,"իտալիայի փողոց, երևան","Armenia, Yerevan, Italy Street","40.175038,44.507453"
15178,"արզումանյան փողոց 5, երևան","Armenia, Yerevan, Arzumanyan Street, 5","40.192607,44.476039"
15204,"վահագն դավթյան փողոց 51, երևան","Armenia, Yerevan, Vahagn Davtyan Street, 51","40.203008,44.509528"
15206,"թումանյան փողոց 32, yerevan","Armenia, Yerevan, Tumanyan Street, 32","40.183272,44.516652"
15212,"ֆրունզեի փողոց 6/4, երևան","Armenia, Yerevan, Frunze Street, 6/4","40.149647,44.493412"
15230,"մաշտոցի պողոտա 33/2, երևան","Armenia, Yerevan, Mashtots Avenue, 33/2","40.185194,44.511424"
15255,"բաղրամյան պողոտա 53, երևան","Armenia, Yerevan, Baghramyan Avenue, 53","40.193337,44.497895"
15258,"տիգրան մեծի պողոտա 8, երևան","Armenia, Yerevan, Tigran Mets Avenue, 8","40.174817,44.513562"
15268,"նիկողայոս ադոնցի փողոց 15, երևան","Armenia, Yerevan, Adonts Street, 15","40.21199,44.523236"
15316,"նուբարաշեն վարչական շրջան , երևան","Armenia, Yerevan, The Administrative District of Nubarashen","40.089565,44.54988"
15324,"լեռ կամսարի փողոց 4, երևան","Armenia, Yerevan, Ler Kamsar Street, 4","40.193234,44.502144"
15346,"զորավար անդրանիկի փողոց , երևան","Armenia, Yerevan, Zoravar Andranik Street","40.175162,44.44573"
15348,"շիրակի փողոց 1-ին նրբանցք, երևան","Armenia, Yerevan, Shirak street 1st lane","40.142436,44.465789"
15384,"monte melkonyan street, yerevan","Armenia, Yerevan, Monte Melkonyan Street","40.178255,44.480521"
15392,"կենտրոն վարչական շրջան , երևան","Armenia, Yerevan, The Administrative District of Kentron","40.182989,44.51472"
15402,"մոլդովական փողոց 30/2, երևան","Armenia, Yerevan, Moldovakan Street, 30/2","40.202506,44.572967"
15412,"բագրատունյաց փողոց 21, երևան","Armenia, Yerevan, Bagratunyats Street, 21","40.149936,44.485327"
15423,"մաշտոցի պողոտա 36, երևան","Armenia, Yerevan, Mashtots Avenue, 36","40.183451,44.511289"
15438,"մոնթե մելքոնյան փողոց 52, երևան","Armenia, Yerevan, Monte Melkonyan Street, 52","40.186606,44.476335"
15441,"հանրապետության հրապարակ 1, երևան","Armenia, Yerevan, Republic Square, 1","40.178924,44.512825"
15458,"մաշտոցի պողոտա 5a, երևան","Armenia, Yerevan, Mashtots Avenue, 5A","40.178752,44.50465"
15471,"արամ մանուկյանի փողոց 8, երևան","Armenia, Yerevan, Aram Manukyan Street, 8","40.170613,44.454363"
15482,"տիգրան մեծի պողոտա 24, երևան","Armenia, Yerevan, Tigran Mets Avenue, 24","40.168153,44.513023"
15502,"փավստոս բուզանդի փողոց 97, երևան","Armenia, Yerevan, Pavstos Buzand Street, 97","40.183161,44.506357"
15509,"աճառյան փողոց 34, երևան","Armenia, Yerevan, Acharyan Street, 34","40.21858,44.562286"
15514,"նորաշեն թաղամաս 34, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 34","40.212789,44.471565"
15538,"հովհաննես թումանյանի փողոց 26, երևան","Armenia, Yerevan, Tumanyan Street, 26","40.182018,44.518412"
15542,"հունան ավետիսյան փողոց 25, երևան","Armenia, Yerevan, Hunan Avetisyan Street, 25","40.178986,44.563337"
15559,"մամիկոնյանց փողոց 41, երևան","Armenia, Yerevan, Mamikonyants Street, 41","40.209469,44.510516"
15579,"arno babajanyan street 101, yerevan","Armenia, Yerevan, Arno Babajanyan Street, 101","40.165066,44.442675"
15627,"շահսուվարյան փողոց 8ա, երևան","Armenia, Yerevan, Shahsuvaryan Street, 8A","40.207926,44.524081"
15629,"վրացական փողոց 2-րդ նրբանցք, երևան","Armenia, Yerevan, Vratsakan Street 2nd Lane","40.205881,44.511945"
15636,"աղբյուր սերոբի փողոց 11/2, երևան","Armenia, Yerevan, Aghbyur Serob Street, 11/2","40.198483,44.505513"
15647,"նազարբեկյան թաղամաս 12/6, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter, 12/6","40.213601,44.45765"
15648,"դավթաշեն 3-րդ թաղամաս 7, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 3rd Block, 7","40.215013,44.489514"
15673,"նորաշխարյան փողոց, երևան","Armenia, Yerevan, Norashkharyan Street","40.203959,44.546557"
15675,"ավան-առինջ 2-րդ միկրոշրջան 1/9, երևան","Armenia, Yerevan, The Administrative District of Avan, Avan-Arinj 2nd microdistrict, 1/9","40.22433,44.573021"
15689,"բագրատունյաց փողոցի 4-րդ նրբանցք 21, երևան","Armenia, Yerevan, Bagratunyats Street 4th Lane, 21","40.1462,44.487699"
15697,"ամիրյան փողոց 4, երևան","Armenia, Yerevan, Amiryan Street, 4","40.179372,44.511082"
15702,"մանուկ աբեղյան փողոց, երևան","Armenia, Yerevan, Manuk Abeghyan Street","40.178855,44.525752"
15706,"գյուլիքեխվյան փողոց 23, երևան","Armenia, Yerevan, Shirak Street, 23","40.147517,44.45757"
15738,"գայի պողոտա 13, երևան","Armenia, Yerevan, Gai Avenue, 13","40.201335,44.566544"
15775,"vahram papazyan st, yerevan","Armenia, Yerevan, Vahram Papazyan Street","40.204145,44.502351"
15798,"մարշալ բաբաջանյան փողոց 19/9, երևան","Armenia, Yerevan, Marshal Babajanyan Street, 19/9","40.220646,44.577522"
15800,"շինարարների փողոց 28/2, երևան","Armenia, Yerevan, Shinararner Street, 28/2","40.198476,44.474817"
15801,"ամիրյան փողոց 11, երևան","Armenia, Yerevan, Amiryan Street, 11","40.179964,44.508729"
15812,"улица мхитара гераци 18а, ереван","Armenia, Yerevan, Heratsi Street, 18A","40.190017,44.530225"
15816,"հրաչյա քոչար փողոց 14, երևան","Armenia, Yerevan, Shirak Street, 14","40.143684,44.463858"
15821,"մամիկոնյանի փողոց, երևան","Armenia, Yerevan, Mamikonyan Street","40.167581,44.455171"
15835,"մոլդովական փողոց 36, երևան","Armenia, Yerevan, Moldovakan Street, 36","40.201734,44.574252"
15837,"շահումյանի 1-ին փողոց 6/1, երևան","Armenia, Yerevan, Shahumyan 1st Street, 6/1","40.166927,44.463085"
15843,"առնո բաբաջանյան փողոց 42, երևան","Armenia, Yerevan, Arno Babajanyan Street, 42","40.169973,44.434582"
15853,"գայի պողոտա 4, երևան","Armenia, Yerevan, Gai Avenue, 4","40.202037,44.564613"
15854,"մառի փողոցի նրբանցք 12, երևան","Armenia, Yerevan, Mar Street Lane, 8","40.18795,44.565924"
15860,"դավթաշեն 2-րդ թաղամաս 14, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 2nd Block, 14","40.226244,44.494167"
15861,"մովսես խորենացու փողոց 47, երևան","Armenia, Yerevan, Khorenatsi Street, 47","40.16357,44.516589"
15868,"վարդանանց փողոց 28/1, երևան","Armenia, Yerevan, Vardanants Street, 28/1","40.17011,44.520973"
15885,"улица манташяна 28а, ереван","Armenia, Yerevan, Mantashyan Street, 28A","40.152191,44.487412"
15898,"րաֆֆու փողոց 99, երևան","Armenia, Yerevan, Raffi Street, 99","40.172853,44.438768"
15923,"լեփսիուսի փողոց 1a, երևան","Armenia, Yerevan, Lepsius Street, 1A","40.209869,44.543332"
15929,"նուբարաշենի խճուղի 10, երևան","Armenia, Yerevan, Nubarashen Highway, 10/5","40.12495,44.539702"
15945,"հին երևանցու փողոց 47ա, երևան","Armenia, Yerevan, Hin Yerevantsu Street, 47A","40.184298,44.512915"
15947,"օրբելի եղբայրների փողոց 33a, երևան","Armenia, Yerevan, Orbeli Brothers Street, 33A","40.192772,44.492828"
15992,"զորավար անդրանիկի փողոց 90, երևան","Armenia, Yerevan, Zoravar Andranik Street, 90","40.16978,44.443753"
15993,"ավետիս ահարոնյան փողոց 20, երևան","Armenia, Yerevan, Avetis Aharonyan Street, 20","40.201755,44.537789"
15994,"արղության փողոց 10/15, երևան","Armenia, Yerevan, Arghutyan Street, 10/15","40.213154,44.5119"
15999,"հանրապետության փողոց 61, երևան","Armenia, Yerevan, Hanrapetutyan Street, 61","40.177601,44.517505"
16008,"samvel gevorgyan street 74/6, yerevan","Armenia, Yerevan, The Administrative District of Davtashen, Samvel Gevorgyan Street, 74/7","40.21544,44.474179"
16012,"մոլդովական փողոց 43/1, երևան","Armenia, Yerevan, Moldovakan Street, 43/1","40.199585,44.574413"
16028,"մխիթար հերացի փողոց 18, երևան","Armenia, Yerevan, Shirak Street, 18","40.14489,44.462358"
16043,"լենինգրադյան փողոց 23/12, երևան","Armenia, Yerevan, Kirk Kerkorian Street, 23/12","40.189927,44.469499"
16049,"շինարարների փողոց 10, երևան","Armenia, Yerevan, Shinararner Street, 10","40.194164,44.47462"
16057,"anastas mikoyan street 3, yerevan","Armenia, Yerevan, Anastas Mikoyan Street, 2/2","40.209993,44.488256"
16068,"9-րդ բնակելի զանգված 1, երևան","Armenia, Yerevan, The Administrative District of Nor Nork, 9th Residential Area, 7/2","40.169621,44.557624"
16099,"մամիկոնյանց փողոց 22, երևան","Armenia, Yerevan, Mamikonyants Street, 22","40.208842,44.5263"
16125,"երվանդ քոչարի փողոց 9, երևան","Armenia, Yerevan, Yervand Kochar Street, 9","40.171055,44.518323"
16139,"մոլդովական փողոց 28/1, երևան","Armenia, Yerevan, Moldovakan Street, 28/1","40.203167,44.572778"
16142,"arno babajanyan street, yerevan","Armenia, Yerevan, Arno Babajanyan Street","40.16734,44.438867"
16153,"улица туманяна, yerevan","Armenia, Yerevan, Tumanyan Street","40.182996,44.516589"
16157,"բաշինջաղյան փողոց 184, երևան","Armenia, Yerevan, Bashinjaghyan Street, 184","40.207568,44.468825"
16174,"աթոյանի փողոց, երևան","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794"
16176,"նիկողայոս ադոնց փողոց 19/8, երևան","Armenia, Yerevan, Nikoghayos Tigranyan Street, 19","40.209889,44.520389"
16180,"տիգրան մեծի պողոտա 65, երևան","Armenia, Yerevan, Tigran Mets Avenue, 65","40.157498,44.511397"
16196,"թբիլիսյան խճուղի 1, երևան","Armenia, Yerevan, Tbilisyan Highway, 1","40.22601,44.536352"
16227,"լեփսիուսի փողոց 41, երևան","Armenia, Yerevan, Lepsius Street, 41","40.210475,44.548982"
16235,"մանանդյան փողոց 1/2, երևան","Armenia, Yerevan, Manandyan Street, 1/2","40.154155,44.488795"
16237,"օրբելի եղբայրների փողոց 6, երևան","Armenia, Yerevan, Orbeli Brothers Street, 6","40.19415,44.494167"
16241,"գրիգոր արծրունու փողոց 90, երևան","Armenia, Yerevan, Grigor Artsruni Street, 90","40.203897,44.505584"
16243,"վերին անտառային փողոց 121/7, երևան","Armenia, Yerevan, Verin Antarayin Street, 121/7","40.194178,44.513472"
16244,"առնո բաբաջանյան փողոց 155, երևան","Armenia, Yerevan, Arno Babajanyan Street, 155","40.162709,44.443259"
16259,"աբովյան փողոց 25, երևան","Armenia, Yerevan, Abovyan Street, 25","40.185959,44.521062"
16288,"բագրատունյաց փողոցի 4-րդ նրբանցք 38, երևան","Armenia, Yerevan, Bagratunyats Street 4th Lane, 38","40.145724,44.487861"
16297,"garegin hovsepyan street, yerevan","Armenia, Yerevan, Garegin Hovsepyan Street","40.178283,44.540161"
16329,"պարոնյան փողոց 42/1, երևան","Armenia, Yerevan, Paronyan Street, 42/1","40.18465,44.50297"
16352,"ղափանցյան փողոց 3, երևան","Armenia, Yerevan, Ghapantsyan Street, 3","40.2169,44.520856"
16364,"գալշոյան փողոց 38, երևան","Armenia, Yerevan, Galshoyan Street, 38","40.179937,44.566293"
16375,"բաղրամյան պողոտա 31, երևան","Armenia, Yerevan, Baghramyan Avenue, 31","40.191787,44.503294"
16386,"ալմաթիի փողոց 5/5, երևան","Armenia, Yerevan, Almaty Street, 5/5","40.216218,44.574656"
16389,"baghramyan avenue, yerevan","Armenia, Yerevan, Baghramyan Avenue","40.192249,44.504093"
16392,"խորենացու փողոց 25, երևան","Armenia, Yerevan, Khorenatsi Street, 25","40.174156,44.510777"
16393,"ավետիս ահարոնյանի փողոց 2/2, երևան","Armenia, Yerevan, Shirak Street, 2/2","40.138196,44.472347"
16396,"կոմիտասի պողոտա 28a, երևան","Armenia, Yerevan, Komitas Avenue, 28A","40.20305,44.502135"
16397,"զարյան փողոց, երևան","Armenia, Yerevan, Nairi Zaryan Street","40.20431,44.515502"
16410,"օրբելի եղբայրների փողոց 63/1, երևան","Armenia, Yerevan, Orbeli Brothers Street, 63/1","40.192586,44.488292"
16421,"առնո բաբաջանյան փողոց 24, երևան","Armenia, Yerevan, Arno Babajanyan Street, 24","40.170731,44.435534"
16422,"մամիկոնյանց փողոց 36/1, երևան","Armenia, Yerevan, Mamikonyants Street, 36/1","40.209869,44.522742"
16433,"դերենիկ դեմիրճյան փողոց 15, երևան","Armenia, Yerevan, Derenik Demirchyan Street, 15","40.188046,44.507821"
16454,"pushkin street, երևան","Armenia, Yerevan, Pushkin Street","40.182913,44.512349"
16455,"չեխովի փողոց 17, երևան","Armenia, Yerevan, Chekhov Street, 17","40.1539,44.4823"
16473,"զաքարիա սարկավագի փողոց 151/3, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 151/3","40.233419,44.552135"
16478,"մամիկոնյանց փողոց 37, երևան","Armenia, Yerevan, Mamikonyants Street, 37","40.209421,44.512448"
16481,"hanrapetutyan street 2, yerevan","Armenia, Yerevan, Hanrapetutyan Street, 12/133","40.176733,44.520029"
16486,"նար-դոս փողոցի 1-ին նրբանցք 4/3, երևան","Armenia, Yerevan, Nar-Dos Street 1st Lane, 4/3","40.164714,44.513912"
16487,"nazarbekyan microdistrict, yerevan","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter","40.213278,44.460696"
16488,"նալբանդյան փողոց 7/1, երևան","Armenia, Yerevan, Nalbandyan Street, 7/1","40.179606,44.515502"
16518,"ավետիս ահարոնյան փողոց 16, երևան","Armenia, Yerevan, Avetis Aharonyan Street, 16","40.202616,44.536972"
16537,"զաքյան փողոցի 1-ին նրբանցք, երևան","Armenia, Yerevan, Zaqyan Street 1st Lane","40.177504,44.505351"
16554,"րաֆֆու փողոց , երևան","Armenia, Yerevan, Raffi Street","40.174218,44.447715"
16563,"մաշտոցի պողոտա 7, երևան","Armenia, Yerevan, Mashtots Avenue, 7","40.180233,44.506088"
16573,"միքայելյան փողոց 80, երևան","Armenia, Yerevan, Mikaelyan Street, 80","40.173487,44.448739"
16589,"ավետ ավետիսյան փողոց 4, երևան","Armenia, Yerevan, Avet Avetisyan Street, 4","40.196017,44.496287"
16600,"մայակ թաղամաս 33, երևան","Armenia, Yerevan, The Administrative District of Nor Nork, Mayak Quarter, 33","40.184925,44.596341"
16628,"գարեգին նժդեհի փողոց 58, երևան","Armenia, Yerevan, Garegin Nzhdeh Street, 58","40.150205,44.509501"
16653,"սայաթ-նովայի պողոտա 21, երևան","Armenia, Yerevan, Sayat-Nova Avenue, 21","40.183582,44.520541"
16662,"դերենիկ դեմիրճյան փողոց 40, երևան","Armenia, Yerevan, Derenik Demirchyan Street, 40","40.187089,44.506357"
16663,"գաջեգործների փողոց 74a, երևան","Armenia, Yerevan, Gajegortsner Street, 74A","40.152611,44.532372"
16676,"ֆուչիկի փողոց, 1-ին նրբանցք 3, երևան","Armenia, Yerevan, Fuchik Street 1st Lane, 3","40.201162,44.477009"
16709,"zakaria sarkavagi st, yerevan","Armenia, Yerevan, Zakaria Kanakertsi Street 2nd Lane","40.212864,44.533693"
16719,"улица арама хачатуряна 26/3, yerevan","Armenia, Armavir Region, Village of Parakar, Aram Khachatryan Street, 28","40.162261,44.425904"
16721,"խորենացու փողոց 72, երևան","Armenia, Yerevan, Khorenatsi Street, 72","40.165741,44.514945"
16736,"վաղարշյան փողոց 19, երևան","Armenia, Yerevan, Vagharshyan Street, 19","40.203876,44.497634"
16740,"շիրազի փողոց 26, երևան","Armenia, Yerevan, Shiraz Street, 26","40.204965,44.461989"
16752,"zakaria sarkavag street, yerevan","Armenia, Yerevan, Zakaria Kanakertsi Street","40.222884,44.544796"
16772,"վարդանանց փողոց 4, երևան","Armenia, Yerevan, Vardanants Street, 4","40.178717,44.517487"
16797,"norik street 22, երևան","Armenia, Yerevan, Norik Street, 22","40.184822,44.432021"
16800,"gyulikekhvyan street, yerevan","Armenia, Yerevan, Gyulikevkhyan Street","40.186916,44.572527"
16820,"ձորափի փողոց 40, երևան","Armenia, Yerevan, Dzorap Street, 40","40.182617,44.496925"
16825,"առնո բաբաջանյան փողոց 51, երևան","Armenia, Yerevan, Arno Babajanyan Street, 51","40.168388,44.440241"
16865,"vilnius st, yerevan","Armenia, Yerevan, Vilnius Street","40.173391,44.567748"
16867,"արշակունյաց պողոտա 54/1, երևան","Armenia, Yerevan, Arshakunyats Avenue, 54/1","40.146007,44.496449"
16886,"նոր արեշի 15-րդ փողոց 7, երևան","Armenia, Yerevan, Nor Aresh 15th Street, 7","40.139816,44.51463"
16926,"մարգարյան փողոցի 1-ին նրբանցք 4, երևան","Armenia, Yerevan, Margaryan Street 1st Lane, 4","40.206487,44.475257"
16929,"pirumyanner street 13, yerevan","Armenia, Yerevan, Pirumyanner Street, 13","40.218952,44.497293"
16936,"ծովակալ իսակովի պողոտա 40, երևան","Armenia, Yerevan, Tsovakal Isakov Avenue, 40","40.16122,44.445595"
16955,"եղիշե չարենցի փողոց 76/5, երևան","Armenia, Yerevan, Charents Street, 76/5","40.170359,44.524198"
16967,"զաքարիա քանաքեռցու փողոց 123/2, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 123/2","40.225136,44.545784"
16968,"проспект маршала баграмяна 58, yerevan","Armenia, Yerevan, Baghramyan Avenue, 58","40.193847,44.498119"
16979,"վերին շենգավիթի 10-րդ փողոց, երևան","Armenia, Yerevan, Verin Shengavit 10th Street","40.148234,44.488975"
17045,"улица нансена , ереван","Armenia, Yerevan, Nansen Street","40.198579,44.561514"
17056,"tsovakal isakov avenue 46, yerevan","Armenia, Yerevan, Tsovakal Isakov Avenue, 46","40.16142,44.443493"
17072,"ավանեսովի փողոց 2, երևան","Armenia, Yerevan, Avanesov Street, 2","40.132487,44.527369"
17075,"տերյան փողոց 107, երևան","Armenia, Yerevan, Teryan Street, 107","40.19229,44.525311"
17101,"կոմիտասի պողոտա 46, երևան","Armenia, Yerevan, Komitas Avenue, 46","40.206604,44.510929"
17112,"komitas passing, yerevan","Armenia, Yerevan, Komitas passing","40.205337,44.517514"
17140,"улица московян 28, ереван","Armenia, Yerevan, Moskovyan Street, 28","40.18817,44.511298"
17151,"քուչակ թաղամաս 22, երևան","Armenia, Yerevan, The Administrative District of Avan, Kuchak District, 22","40.218188,44.577144"
17164,"նիկողայոս տիգրանյան փողոց 7, երևան","Armenia, Yerevan, Nikoghayos Tigranyan Street, 7","40.205963,44.519966"
17166,"արշակունյաց պողոտա 30, երևան","Armenia, Yerevan, Arshakunyats Avenue, 30","40.157098,44.501219"
17174,"կոմիտասի պողոտա 39, երևան","Armenia, Yerevan, Komitas Avenue, 39","40.207182,44.511136"
