Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,District,Price_USD
1,0,12,8,2.75,62,2,1,1.0,0,Նոր Նորք,88000.0
1,0,9,5,2.8,69,2,1,3.0,1,Ավան,87500.0
2,1,14,3,3.0,70,2,1,4.0,2,Կենտրոն,215000.0
2,1,12,10,3.0,79,2,1,3.0,1,Կենտրոն,177000.0
1,0,9,2,2.8,95,3,2,4.0,2,Աջափնյակ,129000.0
0,0,4,4,3.2,103,3,1,3.0,1,Կենտրոն,250000.0
0,0,4,4,3.2,75,2,1,2.0,1,Կենտրոն,285000.0
2,1,12,8,2.8,70,2,1,3.0,2,Դավթաշեն,143000.0
2,0,14,14,2.75,80,3,1,2.0,3,Արաբկիր,120000.0
2,1,5,1,3.0,120,4,2,2.0,2,Կենտրոն,380000.0
2,1,20,5,3.0,140,3,1,0.0,2,Արաբկիր,238000.0
1,0,5,2,2.75,75,3,1,1.5,0,Մալաթիա-Սեբաստիա,93000.0
2,1,11,4,3.0,70,2,1,3.0,2,Աջափնյակ,149000.0
0,0,4,3,3.2,107,3,1,2.0,0,Կենտրոն,420000.0
0,0,5,4,2.75,78,3,1,0.5,3,Աջափնյակ,95000.0
0,0,5,5,2.75,77,2,1,4.0,3,Կենտրոն,225000.0
1,0,11,5,2.75,69,3,1,2.0,2,Կենտրոն,225000.0
0,0,5,4,2.7,86,4,1,2.0,2,Էրեբունի,143500.0
0,0,5,5,2.7,101,4,1,1.5,3,Արաբկիր,150000.0
1,0,9,7,2.75,76,3,1,3.0,1,Էրեբունի,109000.0
1,0,4,1,2.7,91,4,1,1.5,1,Շենգավիթ,102000.0
2,1,15,9,3.0,120,4,2,2.0,2,Քանաքեռ-Զեյթուն,240000.0
1,0,9,5,2.75,40,2,1,0.5,0,Դավթաշեն,71000.0
0,0,9,1,2.8,45,2,1,2.0,0,Քանաքեռ-Զեյթուն,68500.0
1,0,6,2,2.75,22,1,1,1.5,1,Շենգավիթ,25500.0
0,0,5,3,2.7,121,4,1,1.0,2,Նոր Նորք,109000.0
0,0,5,5,2.7,98,4,1,2.0,3,Նոր Նորք,125000.0
1,0,14,12,2.8,90,3,2,0.5,0,Մալաթիա-Սեբաստիա,97000.0
1,0,9,2,2.75,88,4,1,2.0,2,Մալաթիա-Սեբաստիա,148000.0
1,0,9,5,2.8,42,1,1,0.5,0,Կենտրոն,78000.0
0,0,4,4,3.2,70,2,2,3.0,0,Էրեբունի,120000.0
1,0,16,9,2.75,91,4,1,1.5,1,Արաբկիր,120000.0
0,0,5,1,2.75,79,3,1,0.5,0,Արաբկիր,117000.0
1,0,9,6,2.8,18,1,1,2.0,1,Էրեբունի,32000.0
0,0,3,3,3.2,84,3,1,0.5,2,Կենտրոն,190000.0
2,1,20,14,3.0,69,2,1,0.0,2,Արաբկիր,135000.0
1,0,5,5,2.6,52,2,1,2.0,0,Նոր Նորք,77000.0
0,0,2,1,3.5,60,2,1,0.0,2,Քանաքեռ-Զեյթուն,65000.0
0,0,5,1,3.0,60,2,1,2.0,1,Շենգավիթ,90000.0
1,0,12,5,2.75,84,3,1,1.5,3,Արաբկիր,130000.0
1,0,5,2,2.7,32,1,1,3.0,2,Նոր Նորք,60000.0
0,0,5,2,2.75,74,3,1,1.5,0,Արաբկիր,119000.0
1,0,9,3,2.75,90,4,1,1.5,0,Աջափնյակ,150000.0
2,1,11,6,3.0,70,3,2,4.0,1,Կենտրոն,500000.0
0,0,5,4,2.5,60,3,1,3.0,2,Դավթաշեն,200000.0
0,0,5,5,2.8,50,2,1,4.0,0,Նոր Նորք,85000.0
1,0,9,5,2.75,56,2,1,1.0,0,Նոր Նորք,72000.0
0,0,7,5,2.8,47,2,1,2.0,1,Արաբկիր,125000.0
0,0,5,3,2.8,74,3,1,2.0,2,Էրեբունի,95000.0
2,1,14,9,3.0,97,3,2,4.0,2,Կենտրոն,275000.0
1,0,14,6,2.8,105,4,1,3.0,0,Մալաթիա-Սեբաստիա,130000.0
1,0,9,8,2.75,92,4,1,1.0,3,Մալաթիա-Սեբաստիա,108000.0
1,0,9,2,2.7,64,2,1,1.5,0,Մալաթիա-Սեբաստիա,83000.0
1,0,9,6,2.75,85,4,1,2.0,2,Մալաթիա-Սեբաստիա,125000.0
0,0,6,3,2.8,60,2,1,4.0,3,Կենտրոն,245000.0
1,0,11,9,3.0,52,2,1,2.0,0,Կենտրոն,170000.0
1,0,9,9,2.8,100,3,1,3.0,2,Քանաքեռ-Զեյթուն,115000.0
1,0,12,9,2.7,87,3,1,2.0,3,Նոր Նորք,103000.0
0,0,5,5,2.7,100,4,1,3.0,0,Էրեբունի,130000.0
1,0,12,3,2.7,64,2,1,2.0,0,Նոր Նորք,90000.0
0,0,6,3,2.75,92,3,1,0.5,0,Ավան,108000.0
1,0,13,2,2.8,80,2,1,0.5,2,Կենտրոն,139000.0
0,0,5,2,2.6,29,1,1,0.5,2,Քանաքեռ-Զեյթուն,52149.0
2,1,12,4,3.0,98,3,2,2.0,3,Քանաքեռ-Զեյթուն,169000.0
2,1,11,2,3.0,64,3,2,2.0,1,Դավթաշեն,118000.0
0,0,5,3,3.2,98,3,2,3.0,2,Կենտրոն,255000.0
0,0,2,1,3.2,95,3,1,0.5,1,Շենգավիթ,85000.0
0,0,5,2,3.0,40,2,1,2.0,2,Արաբկիր,124000.0
1,0,5,1,2.7,61,2,1,2.0,0,Նոր Նորք,95000.0
2,1,15,11,3.0,85,3,1,4.0,2,Քանաքեռ-Զեյթուն,159000.0
2,1,16,6,3.0,60,2,1,2.0,2,Արաբկիր,190000.0
0,0,4,4,2.75,38,1,1,1.5,0,Աջափնյակ,58000.0
1,0,16,10,2.8,93,4,1,2.0,0,Նոր Նորք,108000.0
1,0,9,7,2.75,90,4,1,0.0,0,Քանաքեռ-Զեյթուն,95000.0
0,0,9,1,2.75,124,3,2,2.0,2,Արաբկիր,194000.0
0,0,7,6,2.75,90,4,1,3.0,0,Արաբկիր,250000.0
0,0,8,3,3.0,122,3,1,1.0,3,Կենտրոն,360000.0
0,0,2,2,3.0,130,4,2,3.0,1,Արաբկիր,295000.0
0,0,5,5,2.8,78,3,1,3.0,2,Արաբկիր,132500.0
1,0,16,13,2.75,69,3,1,1.5,0,Արաբկիր,100000.0
0,0,5,5,3.0,93,3,1,2.0,2,Արաբկիր,230000.0
1,0,9,6,2.8,90,4,1,2.0,0,Մալաթիա-Սեբաստիա,125000.0
1,0,15,2,2.8,68,3,1,3.0,1,Մալաթիա-Սեբաստիա,97000.0
0,0,5,4,2.7,73,3,1,1.5,0,Ավան,100000.0
1,0,16,6,2.7,77,2,1,0.5,3,Կենտրոն,160000.0
1,0,16,14,2.75,85,3,2,0.5,0,Աջափնյակ,86000.0
1,0,9,5,3.0,79,3,1,4.0,1,Ավան,140000.0
0,0,7,7,3.2,140,5,1,4.0,3,Կենտրոն,327000.0
2,1,9,9,3.2,53,2,1,0.0,2,Նոր Նորք,75000.0
1,0,12,11,2.7,85,3,1,0.5,0,Նոր Նորք,109000.0
2,1,12,8,3.0,100,3,2,0.0,2,Արաբկիր,175000.0
2,1,13,12,2.8,47,2,1,2.0,1,Աջափնյակ,88000.0
1,0,9,9,2.8,73,3,1,2.0,0,Նոր Նորք,107000.0
2,1,16,12,3.0,46,2,1,2.0,2,Քանաքեռ-Զեյթուն,115000.0
2,1,16,15,3.0,66,2,2,4.0,2,Քանաքեռ-Զեյթուն,225000.0
1,0,14,6,2.75,100,4,1,3.0,0,Աջափնյակ,130000.0
2,1,11,11,3.0,96,3,2,4.0,2,Արաբկիր,245000.0
1,0,7,1,2.8,92,3,1,3.0,1,Արաբկիր,125000.0
0,0,5,5,2.75,34,1,1,1.0,2,Արաբկիր,72000.0
1,0,16,5,2.8,91,3,2,0.5,0,Կենտրոն,157000.0
0,0,5,5,3.0,62,2,1,0.5,0,Արաբկիր,160000.0
1,0,9,7,2.8,68,2,2,0.5,2,Արաբկիր,105000.0
1,0,9,5,2.8,90,4,1,2.0,1,Ավան,135586.0
0,0,5,4,2.8,86,3,1,1.5,2,Արաբկիր,130000.0
2,1,14,10,3.2,59,2,1,2.0,2,Արաբկիր,150000.0
2,1,8,8,3.0,100,3,2,0.0,3,Շենգավիթ,211202.0
0,0,5,3,2.8,75,3,1,0.5,0,Էրեբունի,103000.0
1,0,12,1,2.75,87,4,1,1.0,0,Նոր Նորք,95000.0
1,0,9,2,2.75,146,3,2,2.0,0,Քանաքեռ-Զեյթուն,190000.0
0,0,5,2,2.8,31,1,1,1.5,2,Էրեբունի,59000.0
0,0,5,3,2.75,56,2,1,1.5,2,Արաբկիր,103000.0
2,1,14,11,3.0,61,2,1,4.0,2,Կենտրոն,320000.0
0,1,9,9,3.5,120,3,2,4.0,3,Արաբկիր,480000.0
2,1,15,11,3.0,75,3,1,2.0,1,Դավթաշեն,170000.0
0,0,5,4,2.75,106,4,1,3.0,2,Աջափնյակ,170000.0
2,1,17,3,3.0,84,2,1,4.0,1,Կենտրոն,615000.0
2,1,15,12,3.0,55,2,1,2.0,2,Կենտրոն,150000.0
2,1,13,11,3.0,40,2,1,2.0,1,Շենգավիթ,85000.0
0,0,5,4,2.8,70,3,1,1.5,3,Աջափնյակ,95000.0
0,0,4,2,3.2,41,2,1,2.0,2,Դավթաշեն,150000.0
2,1,4,4,3.0,52,3,1,3.0,2,Նոր Նորք,124000.0
2,1,5,4,3.2,99,3,2,4.0,3,Կենտրոն,450000.0
1,0,16,12,2.75,73,2,1,0.5,2,Աջափնյակ,85000.0
1,0,9,2,2.7,79,3,1,4.0,1,Կենտրոն,229000.0
2,1,5,1,3.0,53,3,1,3.0,1,Նուբարաշեն,80000.0
1,0,9,3,2.75,78,3,1,0.5,0,Նոր Նորք,100000.0
2,0,12,9,2.75,64,2,1,2.0,1,Շենգավիթ,115000.0
0,0,3,3,3.0,137,5,2,1.5,3,Կենտրոն,420000.0
1,0,12,8,2.75,66,3,1,2.0,2,Աջափնյակ,118000.0
1,0,10,2,2.75,95,4,1,0.5,1,Կենտրոն,250000.0
1,0,9,7,2.8,106,3,2,1.5,2,Կենտրոն,180000.0
2,1,13,6,3.0,54,2,2,2.0,2,Կենտրոն,249000.0
1,0,16,10,2.75,110,4,1,3.0,3,Մալաթիա-Սեբաստիա,148000.0
1,0,9,3,2.75,98,4,1,2.0,0,Մալաթիա-Սեբաստիա,138000.0
1,0,9,4,2.7,73,3,1,1.5,1,Մալաթիա-Սեբաստիա,101000.0
0,0,4,1,2.8,80,3,2,0.5,0,Շենգավիթ,85000.0
0,0,7,4,2.8,87,3,2,3.0,1,Արաբկիր,175000.0
0,0,5,3,3.0,64,2,1,1.0,0,Կենտրոն,160000.0
2,1,6,4,3.0,104,3,1,2.0,2,Նորք-Մարաշ,163500.0
0,0,5,5,2.8,80,3,1,3.0,2,Մալաթիա-Սեբաստիա,95000.0
2,1,6,2,3.0,145,3,2,3.0,1,Կենտրոն,400000.0
0,1,3,2,3.0,110,4,2,2.0,2,Արաբկիր,229000.0
0,0,4,1,2.8,48,2,1,2.0,2,Արաբկիր,215000.0
1,0,9,9,2.8,91,4,2,2.0,2,Էրեբունի,158000.0
1,0,9,6,2.75,70,3,1,2.0,1,Արաբկիր,165000.0
0,0,4,2,3.0,133,5,1,0.5,1,Շենգավիթ,170000.0
2,1,16,7,3.0,46,2,1,2.0,2,Դավթաշեն,89000.0
2,1,13,4,3.0,65,2,1,4.0,2,Արաբկիր,165000.0
0,0,7,3,2.75,54,2,1,4.0,2,Կենտրոն,158000.0
2,1,6,3,3.0,120,3,2,1.0,3,Կենտրոն,287860.0
0,0,5,5,2.7,52,2,1,0.5,2,Նոր Նորք,69500.0
1,0,8,8,2.5,32,3,1,1.0,1,Էրեբունի,40000.0
0,0,6,3,3.0,60,2,1,4.0,3,Կենտրոն,245000.0
2,1,10,9,3.0,78,3,1,4.0,1,Կենտրոն,389000.0
0,0,5,3,3.0,60,3,1,0.5,2,Շենգավիթ,82500.0
0,0,5,5,3.0,132,4,2,2.0,2,Կենտրոն,270000.0
0,0,5,5,2.8,118,5,1,1.0,3,Արաբկիր,160000.0
2,1,8,8,3.0,144,5,3,2.0,2,Կենտրոն,325000.0
2,1,16,10,2.8,87,3,1,0.0,3,Քանաքեռ-Զեյթուն,130000.0
2,1,23,21,3.2,120,4,2,0.0,2,Մալաթիա-Սեբաստիա,315000.0
1,0,9,9,2.75,75,3,1,1.5,2,Էրեբունի,97000.0
2,1,6,5,3.0,90,3,1,0.0,2,Աջափնյակ,110000.0
1,0,9,2,2.75,67,2,1,1.5,0,Դավթաշեն,90000.0
1,0,14,11,2.75,57,2,1,2.0,3,Ավան,90000.0
0,0,7,2,3.5,87,3,2,2.0,1,Շենգավիթ,155000.0
0,0,8,6,2.75,92,5,1,3.0,0,Արաբկիր,154000.0
1,0,16,5,2.7,84,3,1,0.5,0,Արաբկիր,128000.0
2,1,12,5,3.0,65,2,1,0.0,2,Արաբկիր,128000.0
0,0,5,4,2.8,50,2,1,2.0,1,Արաբկիր,97000.0
0,0,5,1,2.75,75,3,1,2.0,2,Արաբկիր,160000.0
2,1,7,3,3.0,31,1,1,3.0,2,Աջափնյակ,67000.0
2,1,5,3,3.0,125,4,1,0.0,3,Կենտրոն,310000.0
0,0,5,5,2.75,80,3,2,3.0,1,Կենտրոն,155000.0
2,1,14,11,3.0,59,2,1,2.0,2,Մալաթիա-Սեբաստիա,153000.0
2,1,8,8,3.2,57,2,1,2.0,2,Արաբկիր,131649.0
1,0,9,1,2.8,72,3,1,0.5,1,Դավթաշեն,112000.0
0,0,4,4,2.75,60,3,1,4.0,1,Շենգավիթ,97000.0
2,1,16,2,3.0,112,4,2,0.0,2,Արաբկիր,185000.0
1,0,9,8,2.8,50,2,1,2.0,1,Մալաթիա-Սեբաստիա,80000.0
2,1,14,9,3.0,97,3,2,4.0,3,Կենտրոն,300000.0
0,0,5,3,2.75,43,1,1,1.5,0,Արաբկիր,88000.0
0,0,5,5,2.8,89,3,1,2.0,1,Աջափնյակ,165000.0
2,1,4,4,3.5,90,3,1,2.0,2,Կենտրոն,199000.0
2,0,4,1,2.8,58,2,1,1.0,1,Նոր Նորք,76000.0
2,1,20,12,3.0,68,3,1,4.0,3,Շենգավիթ,235000.0
0,0,5,5,2.75,65,3,2,1.5,3,Աջափնյակ,77000.0
2,1,14,3,3.0,116,4,2,0.0,2,Արաբկիր,200772.0
1,0,9,7,2.75,93,3,1,2.0,2,Էրեբունի,110000.0
2,1,9,7,3.0,77,3,1,2.0,1,Արաբկիր,210000.0
0,1,16,7,3.0,65,2,1,4.0,2,Քանաքեռ-Զեյթուն,222000.0
2,1,12,10,3.0,80,3,2,2.0,1,Կենտրոն,320000.0
0,0,4,2,2.75,81,3,1,0.5,3,Արաբկիր,135000.0
1,0,9,4,2.75,41,1,1,0.5,0,Նոր Նորք,61000.0
0,1,1,1,3.0,45,2,1,4.0,1,Աջափնյակ,77000.0
1,0,9,1,2.7,76,3,2,1.0,0,Քանաքեռ-Զեյթուն,170000.0
1,0,11,4,2.75,92,3,1,2.0,1,Կենտրոն,230000.0
2,1,15,11,3.0,107,3,2,0.0,2,Կենտրոն,420000.0
1,0,16,7,3.0,60,3,1,2.0,0,Աջափնյակ,95000.0
2,1,14,10,3.0,53,2,1,4.0,1,Կենտրոն,175000.0
2,1,4,2,3.2,62,2,1,0.0,1,Կենտրոն,125000.0
1,0,9,6,2.8,96,4,1,1.5,2,Դավթաշեն,150000.0
1,0,16,7,2.75,71,2,1,2.0,2,Նոր Նորք,85000.0
1,0,14,13,2.75,104,3,1,3.0,3,Աջափնյակ,105000.0
1,0,14,8,2.75,67,2,2,1.5,0,Մալաթիա-Սեբաստիա,89000.0
1,0,9,3,2.75,63,2,1,0.5,0,Նոր Նորք,85000.0
1,0,11,11,2.75,40,2,1,2.0,0,Կենտրոն,93000.0
1,0,10,4,2.75,120,4,1,1.0,2,Կենտրոն,175000.0
0,0,5,5,2.8,49,2,2,0.5,0,Շենգավիթ,62000.0
0,0,4,3,3.0,71,2,1,1.5,2,Արաբկիր,160000.0
1,0,14,1,2.8,120,4,1,3.0,2,Աջափնյակ,145000.0
2,1,10,3,3.0,102,3,1,0.0,2,Կենտրոն,140832.0
0,0,5,2,3.2,90,3,1,0.5,2,Կենտրոն,385000.0
0,0,4,4,3.0,130,3,1,3.0,3,Շենգավիթ,130000.0
1,0,9,6,2.8,67,2,1,1.5,0,Աջափնյակ,86000.0
1,0,9,8,2.8,94,3,1,2.0,2,Կենտրոն,178000.0
0,0,4,3,2.8,66,2,1,4.0,1,Արաբկիր,250000.0
2,1,23,12,3.0,93,3,3,4.0,1,Կենտրոն,1100000.0
1,0,16,10,2.8,73,2,1,1.5,0,Կենտրոն,122000.0
1,0,16,6,2.75,86,4,1,0.5,0,Քանաքեռ-Զեյթուն,100000.0
2,1,18,10,3.2,45,2,1,0.0,2,Դավթաշեն,84000.0
2,1,6,6,3.0,90,3,1,2.0,2,Կենտրոն,340000.0
1,0,16,16,2.8,93,4,1,1.5,2,Աջափնյակ,97000.0
0,0,4,1,2.75,72,3,1,2.0,0,Աջափնյակ,120000.0
1,0,9,8,2.8,40,2,1,3.0,1,Կենտրոն,86700.0
0,0,4,4,2.8,30,4,1,2.0,2,Քանաքեռ-Զեյթուն,65000.0
1,0,9,6,2.7,44,1,1,0.5,1,Արաբկիր,82000.0
1,0,14,6,2.7,100,4,1,2.0,0,Աջափնյակ,132000.0
1,0,14,13,2.75,103,3,1,1.5,3,Աջափնյակ,110000.0
2,1,4,1,3.0,48,2,1,0.0,1,Նոր Նորք,73008.0
2,1,12,11,3.0,63,2,1,0.0,2,Արաբկիր,125000.0
1,0,9,5,2.8,92,4,2,2.0,1,Մալաթիա-Սեբաստիա,145000.0
0,0,4,4,2.6,54,2,1,3.0,2,Աջափնյակ,73000.0
0,0,5,2,2.8,76,3,1,1.5,0,Արաբկիր,122000.0
1,0,9,1,2.8,74,4,1,1.5,2,Մալաթիա-Սեբաստիա,87000.0
0,0,5,5,3.0,70,3,1,1.5,0,Կենտրոն,200000.0
1,0,10,10,2.75,40,1,1,1.5,1,Շենգավիթ,65000.0
1,0,9,3,2.75,100,3,2,3.0,3,Մալաթիա-Սեբաստիա,135000.0
0,0,5,3,3.2,58,2,1,2.0,1,Կենտրոն,245000.0
1,0,14,10,2.75,82,3,2,0.5,0,Դավթաշեն,100000.0
0,0,5,5,2.75,55,2,1,1.0,2,Կենտրոն,102000.0
2,1,17,4,3.0,100,3,2,2.0,3,Մալաթիա-Սեբաստիա,255000.0
0,0,5,5,2.75,78,3,1,2.0,0,Շենգավիթ,115000.0
2,1,9,9,3.0,90,2,1,4.0,2,Դավթաշեն,213809.0
2,1,16,3,3.0,72,2,1,4.0,2,Դավթաշեն,185000.0
1,0,14,14,2.8,94,4,1,1.0,0,Էրեբունի,120000.0
2,0,14,2,2.8,68,3,1,3.0,1,Մալաթիա-Սեբաստիա,135000.0
0,0,5,4,3.0,61,2,1,0.5,1,Քանաքեռ-Զեյթուն,132000.0
1,0,9,7,2.75,70,2,1,1.0,2,Աջափնյակ,105000.0
2,1,14,10,2.8,54,2,1,2.0,2,Կենտրոն,159000.0
1,0,9,2,2.8,54,2,1,2.0,1,Մալաթիա-Սեբաստիա,85000.0
0,0,5,4,3.5,45,2,1,2.0,3,Դավթաշեն,250000.0
0,0,2,1,2.8,40,2,1,0.0,1,Աջափնյակ,63000.0
2,1,16,12,3.0,108,4,2,2.0,2,Քանաքեռ-Զեյթուն,250000.0
0,0,4,4,3.5,68,2,1,1.5,0,Արաբկիր,115000.0
2,1,12,8,2.8,52,2,1,4.0,1,Աջափնյակ,98000.0
0,0,4,1,2.75,77,3,1,2.0,1,Քանաքեռ-Զեյթուն,92500.0
0,0,4,3,2.6,57,2,1,3.0,0,Արաբկիր,125000.0
0,0,5,2,3.0,105,3,1,2.0,2,Կենտրոն,380000.0
2,0,14,11,2.75,104,4,2,1.0,0,Աջափնյակ,120000.0
1,0,9,2,2.75,78,3,1,2.0,0,Մալաթիա-Սեբաստիա,90000.0
2,1,14,13,3.0,81,3,1,2.0,1,Կենտրոն,325000.0
1,0,9,7,2.75,43,2,1,2.0,0,Էրեբունի,67000.0
2,1,6,6,3.0,96,3,2,0.0,3,Նոր Նորք,154000.0
2,0,9,6,2.75,76,3,1,1.5,1,Ավան,103000.0
1,0,9,4,2.8,81,3,1,2.0,2,Շենգավիթ,95000.0
0,0,4,3,3.0,125,3,1,0.5,3,Կենտրոն,420000.0
0,0,5,4,2.8,74,3,1,2.0,2,Էրեբունի,92000.0
2,1,22,8,3.0,62,2,1,2.0,1,Կենտրոն,255000.0
2,1,18,10,3.0,110,3,2,2.0,3,Կենտրոն,200000.0
2,1,16,8,3.0,80,3,1,0.0,2,Նոր Նորք,130000.0
2,1,13,4,3.0,96,4,2,0.0,2,Դավթաշեն,150000.0
0,0,5,4,2.75,76,3,1,2.0,3,Շենգավիթ,137000.0
1,0,5,1,2.6,30,1,1,2.0,1,Նոր Նորք,57000.0
0,0,7,3,2.8,44,2,1,2.0,0,Արաբկիր,94000.0
2,1,15,14,2.8,74,4,2,2.0,1,Դավթաշեն,170000.0
0,0,5,3,2.8,86,4,1,1.5,0,Արաբկիր,158000.0
1,0,9,2,2.8,98,3,2,2.0,1,Դավթաշեն,168000.0
2,1,9,9,3.0,122,4,2,4.0,3,Արաբկիր,500000.0
2,1,16,6,2.8,66,2,1,0.0,2,Դավթաշեն,120000.0
0,0,5,4,2.75,90,3,2,0.5,2,Արաբկիր,115000.0
2,1,18,10,3.0,145,3,2,0.0,3,Կենտրոն,870000.0
1,0,9,5,2.75,80,3,1,2.0,0,Մալաթիա-Սեբաստիա,135000.0
0,0,5,5,2.6,105,3,1,3.0,2,Կենտրոն,255000.0
2,1,18,15,3.0,86,3,2,4.0,2,Արաբկիր,265000.0
0,0,5,3,3.0,39,2,1,2.0,2,Արաբկիր,108000.0
0,0,7,1,2.8,100,3,1,0.5,0,Կենտրոն,260000.0
0,0,4,3,2.75,57,2,1,2.0,1,Արաբկիր,119000.0
2,1,18,10,3.0,66,2,2,4.0,2,Շենգավիթ,191000.0
0,0,4,2,3.2,78,3,1,3.0,2,Կենտրոն,310000.0
2,1,15,11,3.0,110,3,2,2.0,2,Դավթաշեն,190000.0
0,0,5,5,2.7,82,3,1,2.0,2,Արաբկիր,165000.0
1,0,9,9,2.75,66,2,1,0.5,0,Նոր Նորք,85000.0
0,0,5,4,2.7,100,4,1,0.5,2,Կենտրոն,263500.0
2,1,13,3,3.2,106,3,2,0.0,2,Կենտրոն,250000.0
0,0,4,4,2.6,30,1,1,1.5,2,Շենգավիթ,53000.0
1,0,14,14,2.7,63,2,1,4.0,1,Մալաթիա-Սեբաստիա,99000.0
1,0,10,3,2.8,69,3,2,2.0,0,Կենտրոն,245000.0
1,0,5,5,2.7,37,1,1,4.0,0,Նոր Նորք,61000.0
2,1,16,13,3.0,113,3,1,2.0,2,Արաբկիր,255000.0
2,1,14,11,3.0,56,2,1,3.0,3,Կենտրոն,148000.0
0,0,5,4,2.75,61,2,1,2.0,2,Կենտրոն,175000.0
0,1,4,3,3.2,103,4,2,0.5,2,Կենտրոն,240000.0
1,0,9,2,2.75,74,3,2,1.0,0,Մալաթիա-Սեբաստիա,88000.0
0,0,5,1,3.0,33,2,1,3.0,1,Կենտրոն,95000.0
0,0,5,3,2.75,134,4,1,0.5,2,Կենտրոն,357000.0
1,1,10,6,2.8,38,2,1,4.0,1,Կենտրոն,155000.0
0,0,5,5,3.2,87,3,1,2.0,1,Կենտրոն,285000.0
1,0,9,5,2.8,62,2,1,0.5,1,Կենտրոն,125000.0
2,1,12,3,3.0,91,3,1,2.0,2,Աջափնյակ,125000.0
1,0,9,5,2.8,37,2,1,3.0,1,Դավթաշեն,79000.0
2,1,16,5,3.0,63,2,1,2.0,2,Կենտրոն,153000.0
0,0,5,5,3.0,88,3,1,0.5,0,Կենտրոն,199000.0
2,1,18,15,3.0,51,2,1,0.0,2,Ավան,76000.0
0,0,5,5,2.8,48,2,1,2.0,0,Նոր Նորք,72000.0
1,0,9,1,2.8,74,3,1,0.5,0,Դավթաշեն,100000.0
0,0,5,4,2.8,76,2,1,2.0,2,Քանաքեռ-Զեյթուն,100000.0
1,0,12,1,2.75,84,3,1,3.0,1,Էրեբունի,98000.0
2,1,16,2,2.7,37,1,1,0.0,1,Նոր Նորք,62000.0
0,0,5,2,2.5,73,3,1,3.0,2,Կենտրոն,155000.0
2,1,15,14,3.5,57,2,1,2.0,1,Կենտրոն,165000.0
1,0,12,4,2.8,100,3,1,3.0,2,Կենտրոն,170000.0
2,0,10,3,3.0,95,3,1,0.5,3,Ավան,143000.0
2,0,14,1,2.75,70,3,1,1.0,0,Մալաթիա-Սեբաստիա,72000.0
1,0,11,7,2.75,82,3,1,2.0,3,Կենտրոն,190000.0
0,0,5,2,2.75,57,2,1,2.0,1,Կենտրոն,140000.0
1,0,9,2,2.75,44,1,1,1.5,1,Մալաթիա-Սեբաստիա,73000.0
1,0,9,1,2.75,43,2,1,3.0,1,Արաբկիր,108000.0
0,0,5,5,3.2,50,2,1,3.0,1,Կենտրոն,150000.0
1,0,14,2,2.8,85,4,2,4.0,2,Մալաթիա-Սեբաստիա,130000.0
2,1,6,3,3.0,81,2,1,2.0,3,Կենտրոն,335000.0
0,1,3,2,2.75,50,2,1,2.0,1,Նոր Նորք,75000.0
2,1,9,8,3.0,85,3,1,2.0,2,Նոր Նորք,151231.0
0,0,5,5,2.75,60,2,1,4.0,0,Շենգավիթ,107000.0
0,0,7,3,2.8,75,2,2,2.0,2,Կենտրոն,225000.0
2,0,5,1,2.8,62,2,1,1.0,0,Մալաթիա-Սեբաստիա,78500.0
1,0,9,5,2.8,50,1,1,3.0,1,Կենտրոն,115000.0
0,0,5,5,2.75,75,3,1,0.5,3,Արաբկիր,130000.0
2,0,6,6,2.8,80,3,1,2.0,1,Կենտրոն,550000.0
2,1,14,11,3.0,59,2,1,4.0,2,Արաբկիր,160000.0
0,0,5,5,3.0,90,3,1,4.0,2,Կենտրոն,245000.0
2,1,16,9,3.0,100,3,1,4.0,2,Արաբկիր,250000.0
2,1,10,3,3.0,90,3,1,3.0,2,Քանաքեռ-Զեյթուն,220000.0
1,0,16,13,2.8,67,2,1,0.5,2,Աջափնյակ,78000.0
0,0,4,2,3.5,127,3,1,0.5,2,Կենտրոն,530000.0
0,0,5,2,2.75,101,4,1,0.5,2,Կենտրոն,150000.0
2,1,25,6,3.0,121,3,1,2.0,2,Կենտրոն,560000.0
2,1,14,12,3.0,120,3,2,4.0,2,Կենտրոն,400000.0
1,0,11,10,2.8,85,3,1,3.0,2,Շենգավիթ,125000.0
0,0,5,5,2.7,70,3,1,1.5,3,Արաբկիր,110000.0
0,0,5,1,2.7,60,2,1,2.0,1,Արաբկիր,110000.0
1,0,9,8,2.75,95,3,1,4.0,2,Արաբկիր,159000.0
1,0,9,1,3.0,51,2,1,4.0,1,Կենտրոն,240000.0
1,0,9,9,2.8,57,3,2,2.0,3,Դավթաշեն,92000.0
0,0,4,3,3.2,105,3,2,2.0,2,Կենտրոն,550000.0
1,0,14,2,2.75,65,3,1,2.0,1,Մալաթիա-Սեբաստիա,118000.0
1,0,14,12,2.7,81,3,1,2.0,1,Արաբկիր,193000.0
0,0,4,3,3.0,28,2,1,2.0,1,Քանաքեռ-Զեյթուն,50000.0
1,0,9,9,2.8,68,3,1,1.0,0,Ավան,95000.0
1,0,5,1,2.7,71,3,1,2.0,1,Նոր Նորք,113000.0
1,0,14,7,2.75,83,3,2,3.0,0,Մալաթիա-Սեբաստիա,100000.0
1,0,12,11,2.75,85,3,1,1.0,3,Նոր Նորք,94000.0
