Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,District,Price_USD
2,1,12,4,3.0,45,2,1,2.0,1,Աջափնյակ,110000.0
0,0,5,5,2.75,41,2,1,2.0,0,Արաբկիր,86000.0
0,0,5,2,2.75,105,4,1,1.5,2,Արաբկիր,185000.0
1,0,9,8,2.75,85,4,1,2.0,1,Արաբկիր,138000.0
1,0,9,2,2.8,63,2,1,2.0,1,Ավան,85000.0
1,0,9,3,2.75,85,3,1,2.0,2,Մալաթիա-Սեբաստիա,132000.0
1,1,9,3,2.75,88,4,1,1.5,1,Աջափնյակ,150000.0
2,1,20,5,3.0,116,4,2,0.0,3,Արաբկիր,209000.0
0,0,5,2,3.0,108,4,2,1.5,2,Կենտրոն,360000.0
0,0,9,4,2.5,53,2,2,0.0,0,Մալաթիա-Սեբաստիա,105000.0
2,1,14,8,2.8,112,3,1,2.0,3,Դավթաշեն,280000.0
1,0,16,6,2.7,80,3,1,1.5,2,Աջափնյակ,85000.0
2,1,17,13,3.0,144,4,2,0.0,3,Կենտրոն,600000.0
0,0,6,2,3.2,75,3,1,3.0,1,Կենտրոն,306000.0
0,0,5,1,2.75,77,3,1,2.0,2,Նոր Նորք,84000.0
2,0,16,13,2.8,51,2,1,1.5,0,Աջափնյակ,76500.0
2,1,15,4,3.0,110,3,2,3.0,2,Արաբկիր,185000.0
0,0,5,2,2.7,81,3,2,1.5,1,Արաբկիր,135000.0
1,0,14,2,2.75,95,4,1,0.5,3,Աջափնյակ,117000.0
2,1,18,7,3.0,76,3,1,4.0,2,Կենտրոն,237000.0
1,0,15,13,2.75,55,2,1,2.0,1,Մալաթիա-Սեբաստիա,79000.0
1,0,9,5,2.75,79,3,1,0.5,2,Նոր Նորք,90000.0
1,0,16,2,2.8,83,3,2,3.0,1,Աջափնյակ,105000.0
2,1,12,4,3.0,95,4,1,2.0,1,Կենտրոն,500000.0
0,0,4,4,3.0,90,3,1,2.0,2,Կենտրոն,350000.0
1,0,9,5,2.7,65,3,2,4.0,1,Մալաթիա-Սեբաստիա,123000.0
1,0,9,3,2.75,100,4,2,3.0,0,Մալաթիա-Սեբաստիա,138000.0
0,0,4,2,3.0,93,3,1,1.5,0,Կենտրոն,215000.0
0,0,6,5,3.0,60,2,1,4.0,2,Կենտրոն,255000.0
1,0,9,3,2.8,70,2,1,2.0,0,Կենտրոն,170000.0
2,1,14,4,3.0,94,4,2,4.0,2,Արաբկիր,390000.0
2,1,13,12,2.75,47,2,1,2.0,0,Աջափնյակ,95000.0
1,0,5,4,2.8,74,3,1,2.0,1,Աջափնյակ,110000.0
2,1,20,16,2.75,84,3,1,0.0,3,Արաբկիր,190000.0
0,0,5,2,3.0,86,3,2,2.0,2,Կենտրոն,420000.0
1,0,9,1,2.75,70,3,1,1.5,1,Ավան,90000.0
0,0,5,4,2.8,72,2,1,1.5,2,Արաբկիր,170000.0
1,0,9,7,2.75,72,3,1,0.5,0,Շենգավիթ,90000.0
1,1,14,8,3.0,60,2,1,2.0,2,Քանաքեռ-Զեյթուն,120000.0
1,0,10,7,2.8,68,2,1,0.5,2,Կենտրոն,120000.0
2,1,15,11,2.8,76,3,2,4.0,1,Դավթաշեն,170000.0
0,0,5,3,2.75,117,6,1,1.0,0,Աջափնյակ,125000.0
2,1,16,16,3.0,132,3,2,0.0,2,Աջափնյակ,265000.0
0,0,5,1,2.75,63,3,2,1.5,0,Էրեբունի,105000.0
0,0,7,6,2.75,50,2,1,2.0,1,Արաբկիր,103000.0
2,1,12,9,2.8,47,2,1,2.0,2,Շենգավիթ,102000.0
0,0,5,5,2.8,75,3,1,1.5,2,Աջափնյակ,120000.0
1,0,9,7,2.75,44,1,1,2.0,1,Էրեբունի,70000.0
1,0,14,14,2.75,38,2,1,3.0,1,Նոր Նորք,63000.0
0,0,6,4,2.7,37,1,1,0.5,0,Նոր Նորք,55000.0
1,0,9,7,2.75,80,3,1,1.0,0,Մալաթիա-Սեբաստիա,90000.0
2,1,16,14,3.0,45,2,1,4.0,2,Դավթաշեն,98000.0
1,0,12,6,2.75,51,2,1,2.0,1,Կենտրոն,154000.0
2,1,14,8,3.0,138,4,1,2.0,2,Կենտրոն,700000.0
2,1,14,11,3.0,65,3,1,2.0,2,Կենտրոն,175000.0
2,1,18,17,3.0,59,2,1,0.0,2,Արաբկիր,123592.0
1,0,12,10,2.75,63,2,1,1.5,2,Կենտրոն,185000.0
0,0,5,2,2.8,97,3,1,0.5,2,Կենտրոն,300000.0
2,1,13,3,3.5,106,3,2,0.0,2,Կենտրոն,248000.0
0,0,2,2,3.0,45,2,1,1.0,0,Քանաքեռ-Զեյթուն,48500.0
1,0,9,5,2.75,88,4,1,4.0,0,Մալաթիա-Սեբաստիա,140000.0
2,1,10,4,3.0,90,3,2,2.0,2,Քանաքեռ-Զեյթուն,205000.0
0,0,5,3,2.7,124,5,2,2.0,3,Քանաքեռ-Զեյթուն,180000.0
0,0,5,4,2.75,80,3,1,0.5,0,Կենտրոն,184000.0
0,0,5,2,2.7,74,3,1,2.0,2,Աջափնյակ,98000.0
0,0,5,5,2.8,73,3,1,3.0,2,Արաբկիր,135000.0
1,0,9,7,2.75,66,2,1,2.0,3,Մալաթիա-Սեբաստիա,85000.0
1,0,14,3,2.75,88,3,1,0.0,1,Դավթաշեն,115000.0
1,0,9,2,2.75,83,3,1,0.5,3,Կենտրոն,140000.0
1,0,12,1,2.8,60,2,1,2.0,1,Արաբկիր,143000.0
0,0,6,2,2.8,49,2,1,2.0,0,Արաբկիր,87000.0
1,0,16,16,2.8,95,4,1,2.0,2,Կենտրոն,195000.0
0,0,14,1,2.8,80,3,2,2.0,1,Մալաթիա-Սեբաստիա,145000.0
2,1,4,4,3.5,136,4,2,4.0,2,Կենտրոն,1050000.0
2,1,10,5,3.0,94,3,1,2.0,2,Քանաքեռ-Զեյթուն,180000.0
1,0,14,2,2.8,49,2,1,2.0,1,Արաբկիր,95000.0
1,0,9,4,2.75,97,3,1,3.0,3,Դավթաշեն,140000.0
1,0,16,9,2.8,80,2,1,3.0,1,Մալաթիա-Սեբաստիա,90000.0
1,0,9,6,2.8,74,3,2,4.0,0,Արաբկիր,138000.0
0,0,5,2,2.75,68,3,2,2.0,3,Էրեբունի,129000.0
0,0,5,2,2.75,40,2,1,2.0,1,Էրեբունի,70000.0
1,0,9,7,2.75,93,3,1,0.5,2,Աջափնյակ,107000.0
2,1,12,9,3.0,95,3,2,0.0,2,Կենտրոն,400000.0
1,0,10,6,2.8,50,2,1,0.0,2,Էրեբունի,57000.0
0,0,5,1,2.75,75,3,1,0.0,3,Աջափնյակ,92000.0
0,0,4,1,2.75,70,2,1,0.5,0,Շենգավիթ,98000.0
1,0,9,1,2.75,100,3,1,0.5,0,Շենգավիթ,82000.0
1,0,9,2,2.75,99,3,1,0.5,3,Ավան,125000.0
0,0,4,4,3.2,42,2,1,2.0,2,Շենգավիթ,82000.0
2,1,16,7,3.0,61,2,1,0.0,2,Քանաքեռ-Զեյթուն,150000.0
2,1,13,4,3.2,108,3,2,3.0,3,Նորք-Մարաշ,185000.0
1,0,9,6,2.75,42,1,1,2.0,0,Էրեբունի,65000.0
0,0,5,5,2.75,33,1,1,2.0,0,Քանաքեռ-Զեյթուն,65000.0
2,1,15,15,3.0,110,3,2,2.0,3,Դավթաշեն,250000.0
1,0,9,4,2.75,46,1,1,1.5,0,Մալաթիա-Սեբաստիա,69000.0
2,1,16,9,3.0,125,4,2,2.0,3,Քանաքեռ-Զեյթուն,240000.0
2,1,17,11,3.2,74,3,1,3.0,2,Ավան,155000.0
0,0,5,4,3.0,80,3,1,3.0,1,Կենտրոն,285000.0
1,0,9,7,2.8,62,3,1,3.0,1,Դավթաշեն,127000.0
1,0,14,1,2.75,80,3,1,2.0,0,Մալաթիա-Սեբաստիա,115000.0
1,0,9,4,2.8,37,1,1,2.0,0,Կենտրոն,140000.0
0,0,5,1,2.7,80,3,2,2.0,3,Արաբկիր,169900.0
2,1,15,12,3.0,135,3,2,4.0,2,Կենտրոն,1030000.0
1,0,12,9,2.8,50,2,1,3.0,1,Արաբկիր,87000.0
2,1,17,10,3.0,140,3,3,0.0,2,Արաբկիր,299000.0
0,0,4,4,2.75,89,3,1,3.0,1,Արաբկիր,135000.0
2,1,6,5,3.0,38,2,1,4.0,1,Կենտրոն,180000.0
0,0,5,5,3.0,100,3,1,2.0,3,Կենտրոն,180000.0
0,0,5,5,3.0,85,4,1,3.0,0,Քանաքեռ-Զեյթուն,150000.0
2,1,16,10,3.0,58,2,1,0.0,2,Արաբկիր,125000.0
0,0,5,3,3.0,113,4,2,2.0,3,Արաբկիր,195000.0
1,0,14,8,2.75,105,4,1,2.0,1,Շենգավիթ,196000.0
2,0,16,15,2.8,84,3,1,1.5,3,Աջափնյակ,104297.0
1,0,8,1,2.8,49,3,1,0.5,1,Կենտրոն,91000.0
1,0,10,10,2.8,71,2,1,1.5,2,Կենտրոն,190000.0
1,0,9,6,2.7,38,2,1,3.0,2,Քանաքեռ-Զեյթուն,76900.0
1,0,9,5,2.75,73,3,1,2.0,1,Նոր Նորք,100000.0
2,1,8,8,3.0,110,3,2,2.0,1,Կենտրոն,550000.0
1,0,9,8,2.75,75,3,2,1.5,0,Մալաթիա-Սեբաստիա,95000.0
2,1,10,9,2.8,91,3,1,2.0,2,Արաբկիր,161000.0
1,0,9,3,2.75,70,2,1,2.0,0,Քանաքեռ-Զեյթուն,123500.0
1,0,9,6,2.75,50,1,2,1.0,0,Մալաթիա-Սեբաստիա,75000.0
0,0,4,4,3.5,49,2,1,3.0,1,Կենտրոն,120000.0
1,0,4,2,2.7,50,3,1,0.5,0,Քանաքեռ-Զեյթուն,80000.0
2,1,8,2,2.8,55,2,1,3.0,1,Արաբկիր,119000.0
0,0,4,3,3.2,39,2,1,3.0,2,Կենտրոն,155000.0
0,0,5,4,3.0,67,2,1,0.5,1,Արաբկիր,150000.0
1,0,9,2,2.8,75,4,1,2.0,2,Դավթաշեն,140000.0
1,1,5,3,3.0,75,2,1,2.0,2,Քանաքեռ-Զեյթուն,150000.0
0,0,8,3,2.75,90,3,1,0.5,0,Արաբկիր,133000.0
2,1,18,5,3.0,49,2,1,4.0,2,Մալաթիա-Սեբաստիա,82000.0
2,1,18,6,3.2,110,3,2,1.0,2,Դավթաշեն,155000.0
1,0,9,5,2.75,85,3,1,1.0,2,Աջափնյակ,101690.0
2,1,13,11,3.0,97,3,2,0.0,2,Արաբկիր,188000.0
2,1,16,15,3.0,105,3,2,1.0,2,Քանաքեռ-Զեյթուն,180000.0
0,0,5,2,3.0,68,2,1,2.0,1,Արաբկիր,160000.0
1,0,9,7,2.75,50,1,1,2.0,0,Մալաթիա-Սեբաստիա,71000.0
1,0,16,1,3.2,50,2,1,3.0,2,Աջափնյակ,72000.0
1,0,9,4,2.75,74,3,1,0.5,0,Մալաթիա-Սեբաստիա,85000.0
0,0,5,5,2.8,78,3,1,3.0,1,Էրեբունի,127500.0
0,0,7,4,2.8,40,1,1,2.0,1,Կենտրոն,138000.0
0,0,5,4,3.0,80,3,1,2.0,2,Արաբկիր,169000.0
0,0,5,4,3.0,50,2,1,2.0,1,Արաբկիր,109000.0
1,0,16,11,2.75,86,3,1,2.0,0,Դավթաշեն,107000.0
1,0,7,4,2.8,87,3,1,1.5,2,Կենտրոն,150000.0
2,1,14,8,3.0,140,4,2,3.0,2,Կենտրոն,720000.0
2,1,16,10,3.0,52,2,1,2.0,2,Դավթաշեն,122000.0
1,0,11,6,2.75,92,3,2,1.5,2,Կենտրոն,230000.0
2,0,9,2,3.0,43,2,1,1.0,1,Արաբկիր,115000.0
2,1,15,6,3.0,92,3,1,2.0,2,Արաբկիր,192000.0
2,1,16,11,3.0,68,2,1,0.0,2,Քանաքեռ-Զեյթուն,102000.0
0,0,2,2,3.0,80,3,1,4.0,2,Կենտրոն,320000.0
2,0,8,6,3.0,95,3,2,0.5,2,Կենտրոն,285000.0
2,1,15,11,3.0,98,3,2,3.0,2,Քանաքեռ-Զեյթուն,230000.0
1,0,16,11,2.8,100,4,1,1.5,3,Աջափնյակ,92000.0
2,1,11,11,3.0,76,3,1,3.0,3,Դավթաշեն,125000.0
0,0,4,4,2.7,30,1,1,0.0,2,Աջափնյակ,65000.0
2,1,14,5,3.0,132,3,1,3.0,3,Կենտրոն,370000.0
2,1,15,11,3.0,107,3,2,0.0,2,Կենտրոն,420000.0
0,0,3,1,3.5,37,2,1,3.0,1,Արաբկիր,67793.0
2,1,14,10,3.0,61,2,1,3.0,1,Կենտրոն,330000.0
1,0,9,5,2.75,65,2,1,0.5,3,Մալաթիա-Սեբաստիա,80000.0
1,0,9,6,2.8,97,3,2,2.0,0,Դավթաշեն,143408.0
1,0,16,9,2.7,82,3,1,1.5,3,Քանաքեռ-Զեյթուն,117000.0
1,0,9,5,2.75,89,4,2,3.0,0,Շենգավիթ,135000.0
0,0,5,5,2.75,47,2,1,1.5,2,Շենգավիթ,71500.0
0,0,4,1,3.0,120,4,2,3.0,1,Արաբկիր,300000.0
1,0,5,4,2.7,52,3,1,2.0,0,Նոր Նորք,79000.0
2,1,13,2,3.0,61,2,1,3.0,2,Մալաթիա-Սեբաստիա,153000.0
0,0,5,5,2.5,65,2,1,1.5,2,Նոր Նորք,85000.0
2,0,16,12,3.2,80,3,1,3.0,2,Աջափնյակ,110000.0
2,1,16,11,3.0,66,2,1,2.0,2,Դավթաշեն,143000.0
1,0,4,2,2.8,32,1,1,4.0,2,Քանաքեռ-Զեյթուն,65000.0
1,0,9,8,2.75,47,2,1,1.5,0,Ավան,67000.0
2,1,10,9,2.75,45,2,1,1.5,1,Աջափնյակ,75000.0
1,0,9,5,2.8,97,4,1,2.0,0,Մալաթիա-Սեբաստիա,130000.0
0,0,5,2,3.0,46,2,1,1.5,0,Արաբկիր,93000.0
1,0,11,10,2.75,90,3,1,1.0,3,Կենտրոն,220000.0
2,1,10,10,3.0,78,2,1,2.0,1,Կենտրոն,300000.0
1,0,5,1,2.75,62,2,1,1.0,0,Մալաթիա-Սեբաստիա,76000.0
1,0,9,5,2.75,71,3,1,2.0,0,Կենտրոն,158000.0
1,0,5,5,2.6,37,1,1,1.0,0,Նոր Նորք,56000.0
1,0,4,4,2.6,33,1,1,3.0,2,Քանաքեռ-Զեյթուն,54000.0
1,0,9,8,2.75,86,4,2,2.0,0,Արաբկիր,139500.0
1,0,10,6,2.75,72,2,1,3.0,0,Արաբկիր,123000.0
0,0,5,4,2.8,78,3,1,2.0,2,Արաբկիր,210000.0
0,0,4,4,3.2,147,4,2,2.0,2,Կենտրոն,450000.0
0,0,6,5,3.0,60,2,1,4.0,3,Կենտրոն,240000.0
0,0,4,3,3.0,55,2,1,4.0,0,Կենտրոն,245000.0
1,0,9,9,2.75,64,3,1,1.5,2,Կենտրոն,115000.0
1,0,9,4,2.75,40,2,1,2.0,0,Դավթաշեն,77000.0
1,0,14,5,2.75,42,2,1,2.0,1,Կենտրոն,92000.0
1,0,9,3,2.8,52,2,1,3.0,2,Շենգավիթ,73000.0
1,0,9,2,2.7,64,3,1,2.0,0,Ավան,93000.0
0,0,5,2,3.2,105,4,2,0.5,3,Արաբկիր,260000.0
2,1,3,3,3.2,74,2,1,3.0,1,Կենտրոն,180000.0
2,1,11,5,3.0,113,3,2,0.0,2,Կենտրոն,235000.0
2,1,12,8,3.0,102,3,2,3.0,2,Կենտրոն,260000.0
0,0,4,3,2.6,42,2,1,0.5,1,Էրեբունի,53000.0
0,0,10,1,2.75,69,3,1,3.0,0,Կենտրոն,145000.0
0,0,5,3,2.75,135,4,1,0.0,2,Կենտրոն,357000.0
1,0,9,2,2.75,80,3,2,1.5,0,Արաբկիր,110000.0
2,1,9,4,3.0,103,3,2,2.0,2,Կենտրոն,425000.0
2,1,4,4,2.8,77,3,1,2.0,2,Նորք-Մարաշ,127000.0
2,1,16,8,2.8,99,3,2,4.0,2,Արաբկիր,219000.0
2,1,4,4,3.0,70,3,1,4.0,1,Էրեբունի,135000.0
1,0,9,6,2.75,41,1,1,0.0,2,Էրեբունի,85000.0
2,1,16,7,3.0,53,2,1,0.0,2,Դավթաշեն,108000.0
1,0,10,8,2.8,105,3,1,1.0,2,Արաբկիր,250000.0
2,1,11,8,3.0,75,2,1,2.0,2,Կենտրոն,150000.0
1,0,16,11,2.7,43,2,1,2.0,1,Աջափնյակ,68000.0
1,0,9,6,2.75,88,4,2,2.0,0,Մալաթիա-Սեբաստիա,125000.0
2,1,10,6,3.2,75,3,1,2.0,2,Կենտրոն,499000.0
0,0,4,3,2.75,70,3,1,1.0,1,Աջափնյակ,125000.0
2,1,11,8,3.0,53,1,1,2.0,2,Նոր Նորք,85000.0
1,0,4,1,2.7,63,3,1,1.5,0,Քանաքեռ-Զեյթուն,85000.0
1,0,9,8,2.8,37,1,1,4.0,1,Կենտրոն,142000.0
0,0,5,1,2.8,85,3,1,3.0,1,Նոր Նորք,111000.0
1,0,10,7,2.8,83,3,2,3.0,0,Կենտրոն,153000.0
2,1,16,3,3.0,56,2,1,3.0,2,Մալաթիա-Սեբաստիա,123000.0
1,0,9,7,2.75,80,3,2,1.5,0,Մալաթիա-Սեբաստիա,95000.0
2,1,18,13,3.0,63,2,1,2.0,0,Արաբկիր,133000.0
1,0,9,1,2.75,49,2,1,0.5,1,Մալաթիա-Սեբաստիա,65000.0
1,0,9,6,2.8,47,2,1,4.0,1,Կենտրոն,215000.0
2,1,15,5,3.0,97,4,1,4.0,2,Էրեբունի,275000.0
1,0,9,2,2.8,67,3,2,1.0,0,Մալաթիա-Սեբաստիա,92000.0
0,1,7,3,3.0,47,2,1,2.0,1,Դավթաշեն,100000.0
1,0,9,7,3.0,74,3,1,1.5,2,Արաբկիր,115000.0
2,1,10,9,2.75,45,2,1,1.5,1,Աջափնյակ,75000.0
0,0,5,4,2.75,74,3,1,2.0,2,Շենգավիթ,130000.0
2,1,16,9,3.0,67,2,1,0.0,2,Քանաքեռ-Զեյթուն,102000.0
1,0,9,3,2.8,85,4,1,1.0,0,Էրեբունի,110000.0
1,0,16,9,2.75,93,4,1,1.0,2,Դավթաշեն,90000.0
2,1,15,6,3.0,72,2,1,4.0,2,Արաբկիր,178000.0
2,1,14,12,3.0,110,3,1,2.0,3,Քանաքեռ-Զեյթուն,254000.0
1,0,14,8,3.0,35,2,1,4.0,1,Արաբկիր,78000.0
0,0,6,4,3.0,40,2,1,4.0,2,Արաբկիր,139000.0
2,1,22,18,3.2,142,3,2,0.0,2,Արաբկիր,310000.0
1,0,9,5,2.8,72,3,2,4.0,2,Կենտրոն,188500.0
0,0,5,5,2.8,111,5,1,1.0,3,Արաբկիր,150000.0
1,0,12,9,2.75,65,2,1,0.5,3,Աջափնյակ,80000.0
1,0,14,8,2.8,66,2,1,1.5,0,Մալաթիա-Սեբաստիա,89000.0
2,1,14,5,2.8,110,3,3,2.0,2,Քանաքեռ-Զեյթուն,190000.0
0,0,8,7,3.0,76,3,2,1.0,1,Արաբկիր,110000.0
0,0,5,4,2.75,76,3,1,1.0,2,Արաբկիր,142000.0
2,1,12,11,3.0,111,4,2,0.0,2,Արաբկիր,170000.0
1,0,9,6,2.75,74,3,2,3.0,1,Մալաթիա-Սեբաստիա,115000.0
0,0,5,4,3.0,95,4,1,0.5,2,Էրեբունի,87000.0
0,0,7,5,2.75,54,2,1,2.0,2,Կենտրոն,158000.0
0,0,5,1,2.7,70,3,1,0.5,0,Արաբկիր,115000.0
0,0,5,2,3.0,40,2,1,2.0,1,Արաբկիր,97000.0
2,1,14,5,3.0,50,2,1,0.0,2,Արաբկիր,118000.0
0,0,5,4,2.8,108,4,1,2.0,0,Աջափնյակ,125000.0
2,1,7,3,3.0,71,2,2,2.0,2,Արաբկիր,145000.0
1,0,14,1,2.75,70,3,1,1.0,1,Արաբկիր,105000.0
1,0,9,2,2.75,92,4,1,2.0,0,Դավթաշեն,135000.0
1,0,4,2,2.6,75,3,1,3.0,3,Քանաքեռ-Զեյթուն,98000.0
1,0,9,1,2.7,78,4,1,2.0,0,Էրեբունի,108000.0
2,1,12,1,3.0,72,2,1,2.0,1,Դավթաշեն,145000.0
2,1,16,4,2.75,102,3,1,0.5,0,Շենգավիթ,125000.0
2,1,15,3,3.0,65,2,1,4.0,2,Կենտրոն,140000.0
2,1,20,12,3.0,79,2,1,0.0,2,Էրեբունի,166000.0
2,1,8,7,2.8,99,3,1,2.0,2,Արաբկիր,250000.0
2,1,15,10,3.0,53,2,1,2.0,1,Քանաքեռ-Զեյթուն,123000.0
2,0,16,7,2.7,76,3,1,2.0,2,Աջափնյակ,143408.0
0,0,5,1,2.8,96,3,1,0.5,0,Էրեբունի,105000.0
2,1,18,12,3.0,74,3,1,4.0,2,Դավթաշեն,165000.0
1,0,16,15,2.7,82,3,1,1.0,0,Քանաքեռ-Զեյթուն,92000.0
0,0,5,1,2.8,60,3,1,2.0,1,Կենտրոն,115000.0
2,1,12,8,3.0,111,4,2,0.0,2,Արաբկիր,172000.0
0,0,4,1,2.6,65,2,1,3.0,0,Շենգավիթ,104000.0
2,1,13,12,3.0,120,3,2,4.0,2,Կենտրոն,400000.0
0,0,5,1,2.8,68,3,1,0.5,0,Ավան,72000.0
0,0,5,5,2.7,42,1,1,0.5,1,Արաբկիր,74000.0
1,0,14,5,2.8,70,3,2,2.0,0,Դավթաշեն,115000.0
1,0,9,9,2.8,95,3,1,3.0,2,Մալաթիա-Սեբաստիա,90000.0
1,0,9,5,2.75,74,3,2,2.0,0,Դավթաշեն,110000.0
1,0,9,7,2.75,77,3,1,0.5,0,Քանաքեռ-Զեյթուն,94000.0
1,0,10,7,2.8,72,3,1,4.0,2,Արաբկիր,155000.0
2,1,18,16,3.2,69,2,1,2.0,2,Արաբկիր,225000.0
1,0,9,6,2.7,87,4,1,4.0,1,Ավան,155000.0
1,0,9,6,2.75,83,3,1,3.0,2,Ավան,104036.0
2,1,11,7,3.0,80,3,2,4.0,2,Արաբկիր,189000.0
1,0,8,2,2.75,93,3,1,0.0,2,Կենտրոն,235000.0
2,1,4,4,3.0,75,3,1,2.0,2,Արաբկիր,133000.0
2,1,16,7,3.0,82,3,2,0.0,2,Նոր Նորք,105000.0
1,0,9,8,2.75,42,1,1,2.0,0,Կենտրոն,96000.0
1,0,9,9,2.8,104,4,1,1.5,2,Քանաքեռ-Զեյթուն,143000.0
1,0,12,11,2.8,38,2,1,2.0,1,Կենտրոն,97000.0
1,0,9,1,2.8,74,3,1,3.0,0,Նոր Նորք,96475.0
1,0,9,7,2.75,96,4,2,0.5,0,Մալաթիա-Սեբաստիա,105000.0
2,1,15,12,3.0,50,2,1,2.0,2,Կենտրոն,285000.0
0,0,5,3,3.0,38,2,1,4.0,2,Արաբկիր,88000.0
1,0,9,2,2.8,90,4,1,2.0,2,Շենգավիթ,150000.0
1,0,10,10,3.0,90,3,1,3.0,2,Կենտրոն,189000.0
1,0,4,2,2.7,42,1,1,2.0,1,Շենգավիթ,80000.0
1,0,9,3,2.8,115,4,2,2.0,3,Դավթաշեն,165000.0
2,1,13,13,3.0,69,2,1,0.0,2,Աջափնյակ,115000.0
2,1,14,13,3.0,81,3,1,3.0,1,Կենտրոն,235000.0
2,0,16,10,2.75,95,4,1,1.0,3,Քանաքեռ-Զեյթուն,94000.0
2,1,18,7,3.0,74,2,1,1.0,2,Դավթաշեն,125156.0
0,0,5,3,2.75,78,3,1,0.5,3,Նոր Նորք,95000.0
2,0,18,6,3.0,84,3,2,4.0,3,Արաբկիր,275000.0
1,0,8,6,2.8,70,2,1,4.0,0,Արաբկիր,145000.0
0,0,5,5,3.0,132,4,2,2.0,2,Կենտրոն,300000.0
0,0,5,1,3.2,74,3,1,0.5,1,Կենտրոն,225000.0
2,1,8,3,3.0,100,3,2,3.0,0,Կենտրոն,300000.0
0,0,6,5,3.0,53,2,1,2.0,1,Քանաքեռ-Զեյթուն,150000.0
1,0,9,2,2.75,95,4,1,2.0,0,Մալաթիա-Սեբաստիա,142000.0
1,0,9,7,2.75,95,3,1,2.0,2,Կենտրոն,187735.0
1,0,9,4,2.75,42,2,1,1.5,2,Արաբկիր,92000.0
2,1,9,7,3.2,136,4,2,3.0,3,Արաբկիր,280000.0
2,1,13,12,3.2,101,3,2,3.0,3,Քանաքեռ-Զեյթուն,195000.0
0,0,8,5,2.8,92,3,2,2.0,2,Կենտրոն,229000.0
1,0,9,9,2.8,106,4,1,2.0,3,Դավթաշեն,122000.0
0,0,5,5,2.75,56,2,1,2.0,0,Շենգավիթ,82000.0
1,0,9,2,2.8,80,3,1,2.0,1,Շենգավիթ,105000.0
1,0,14,14,2.75,68,2,2,1.0,0,Մալաթիա-Սեբաստիա,81000.0
1,0,14,13,2.8,85,3,1,2.0,3,Էրեբունի,117000.0
1,0,10,10,2.8,37,2,1,2.0,1,Կենտրոն,152000.0
0,0,4,3,3.0,100,3,1,2.0,2,Կենտրոն,395000.0
2,1,16,15,2.8,80,3,2,0.0,2,Նոր Նորք,104297.0
1,0,9,4,2.75,70,3,1,0.5,0,Նոր Նորք,81000.0
1,0,11,6,2.75,85,3,2,2.0,2,Կենտրոն,230000.0
1,0,10,5,2.8,80,3,1,2.0,1,Կենտրոն,253000.0
0,0,5,5,2.8,110,3,1,1.0,2,Մալաթիա-Սեբաստիա,90000.0
0,0,5,1,3.0,33,2,1,3.0,1,Կենտրոն,95000.0
0,0,5,2,3.2,64,2,1,0.0,0,Կենտրոն,125000.0
0,0,5,5,2.8,77,3,1,1.5,0,Արաբկիր,128000.0
0,0,5,5,3.2,53,2,1,4.0,2,Կենտրոն,207000.0
0,0,9,1,2.8,94,4,1,0.5,0,Մալաթիա-Սեբաստիա,99000.0
1,0,9,2,2.75,78,3,1,1.0,3,Շենգավիթ,97000.0
0,0,5,3,2.75,76,3,2,0.5,0,Շենգավիթ,75000.0
3,0,4,3,2.6,65,3,1,2.0,1,Քանաքեռ-Զեյթուն,110000.0
2,0,8,6,2.8,93,4,2,4.0,2,Կենտրոն,225000.0
1,0,9,5,2.75,85,3,1,2.0,2,Քանաքեռ-Զեյթուն,147000.0
0,0,5,5,3.0,63,2,1,2.0,2,Արաբկիր,120000.0
2,1,19,11,3.0,67,3,1,2.0,2,Դավթաշեն,174698.0
2,1,16,16,3.0,96,3,2,0.0,2,Շենգավիթ,165000.0
1,0,9,6,2.75,70,3,1,2.0,3,Արաբկիր,160000.0
2,1,9,7,3.0,55,3,1,0.0,2,Նոր Նորք,73000.0
0,0,10,7,2.8,70,3,1,2.0,2,Կենտրոն,165000.0
0,0,5,5,3.5,62,3,1,3.0,3,Շենգավիթ,137000.0
2,1,20,11,3.0,67,3,1,2.0,2,Դավթաշեն,180000.0
1,0,9,5,2.75,65,2,1,0.5,1,Մալաթիա-Սեբաստիա,77000.0
1,0,9,8,2.75,85,4,2,3.0,3,Մալաթիա-Սեբաստիա,128000.0
1,0,14,1,2.75,56,3,1,3.0,1,Ավան,97000.0
1,0,9,6,2.8,64,3,2,0.5,0,Էրեբունի,108000.0
2,1,18,14,3.0,110,3,1,0.0,3,Դավթաշեն,147000.0
2,0,12,7,2.8,63,3,1,1.5,1,Աջափնյակ,98000.0
1,0,15,2,2.8,65,2,1,2.0,0,Մալաթիա-Սեբաստիա,117334.0
2,1,10,10,3.0,120,3,1,4.0,3,Քանաքեռ-Զեյթուն,245000.0
0,0,5,4,3.2,86,3,1,0.5,2,Արաբկիր,130000.0
0,0,5,1,3.2,91,4,1,1.5,0,Շենգավիթ,220000.0
2,0,12,10,2.8,40,1,1,2.0,0,Նոր Նորք,61000.0
0,0,7,6,2.75,92,4,1,0.5,1,Արաբկիր,155000.0
1,0,9,9,2.8,76,3,2,3.0,3,Մալաթիա-Սեբաստիա,99000.0
